Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,Fld,BsR,WAR,ADP,playerid,GP,IDFANGRAPHS,Position,R_z,HR_z,SB_z,RBI_z,OBP_z,SLG_z,z-score,FVARz,SGP,R_sgp,HR_sgp,SB_sgp,RBI_sgp,OBP_sgp,SLG_sgp
Josh Bell,WSN,136,600,519.7085025,133.5353066,25.53452825,2.024580064,28.50612646,79.48530881,97.53142076,71.18294687,132.4152631,4.077959057,1.051210683,1.011380695,0.25780419,0.348815951,0.4798444,0.828342054,0.344,-4.8,-1.9,0.9,151.6,13145,139.2873136,13145,1B/DH,0.096030895,0.615521883,-0.844131214,1.18800794,0.173678341,0.206092104,1.43519995,,8.478420606,2.616222193,1.847211136,0.147783536,3.301921671,0.284460524,0.280821546
Bobby Dalbec,BOS,126,600,526.1882614,120.4088799,23.40537712,1.110610289,31.27756909,74.68388966,79.8913934,58.32326093,204.868684,9.350815755,4.230448072,3.05121313,0.228908855,0.316321781,0.4565498,0.771439242,0.323,3.2,-1,0.8,333.4,19966,140.7929112,19966,1B,-0.173818111,0.905290144,-0.486133432,0.289112165,-0.809815571,-0.152713536,-0.428078341,,7.368840926,2.458185701,2.026801993,0.594733849,2.704719373,-0.413190262,-0.002409728
Yuli Gurriel,HOU,146,630,581,154,33,2,21,76,83,35,75,7,3,2,0.265,0.311,0.439,0.75,0.315,-0.8,-1.3,0.8,314.1,19198,146,19198,1B,-0.099850174,-0.169281378,-0.624687943,0.447519705,-1.01770059,-0.468141762,-1.932142143,,6.302577165,2.501504864,1.360810417,0.421752381,2.809961104,-0.552043641,-0.239407961
Renato Nunez,DET,105,555,498.237521,122.1275553,24.45440208,0.204833868,27.21772054,68.37757345,81.76183964,45.85789062,138.1271926,6.649658805,1.426755689,0.094839129,0.246398108,0.31782839,0.46548108,0.780441927,0.326,0.5,-0.6,0.7,455.3,14503,132.3942801,14503,1B/DH,-0.528245231,0.480812566,-0.801842998,0.384425862,-0.709498087,-0.013974982,-1.18832287,,6.73104841,2.250616219,1.763721793,0.200579203,2.768043243,-0.353990112,0.102078065
Joey Votto,CIN,154,665,559,139,27,1,21,88,66,95,135,5,3,1,0.248,0.36,0.41,0.771,0.333,-1.5,-2.9,0.7,367.1,4314,154,4314,1B,0.574572944,-0.169281378,-0.624687943,-0.418761729,0.571423957,-0.928987571,-0.99572172,,6.882474153,2.896479317,1.360810417,0.421752381,2.234426902,0.57738329,-0.608378155
Wilmer Flores,SFG,68,394,360.237521,96.1275553,20.45440208,1.204833868,15.21772054,47.37757345,53.76183964,26.85789062,60.12719258,3.649658805,1.426755689,0.094839129,0.268946573,0.327263341,0.461609136,0.784086978,0.327,-1.5,-0.6,0.6,422.5,5827,95.39428006,5827,1B/2B/DH,-1.708485687,-0.773847767,-0.801842998,-1.042390617,-0.326210419,-0.054474727,-4.707252215,,4.48828793,1.559410927,0.98611584,0.200579203,1.820104557,-0.119714397,0.0417918
Garrett Cooper,MIA,68,394,353.237521,90.1275553,17.45440208,0.204833868,14.21772054,47.37757345,49.76183964,33.85789062,92.12719258,4.649658805,0.426755689,0.094839129,0.257007487,0.332486691,0.437730964,0.766178349,0.322,0.4,-0.5,0.5,494.1,15279,95.39428006,15279,1B/DH,-1.708485687,-0.878402795,-0.914447921,-1.246221543,-0.222395364,-0.302416691,-5.272370001,,4.020639833,1.559410927,0.921315344,0.059995076,1.684684745,-0.044406837,-0.160359422
C.J. Cron,COL,125,600,536.4348878,136.8878087,27.71718527,1.12494866,32.57280953,75.55031981,92.78472218,46.01331328,139.2775875,12.39629187,1.26032097,1.057851869,0.257004632,0.329199419,0.498074033,0.825655441,0.344,0.7,-1.5,0.5,294.7,12546,141.7105108,12546,1B,-0.125123067,1.040714044,-0.820584367,0.946126949,-0.420050927,0.501524663,1.122607295,,8.296703897,2.486703849,2.110734216,0.177181123,3.141222414,-0.136706995,0.517569291
Eric Hosmer,SDP,147,637,578,150,26,1,23,76,96,51,143,3,6,2,0.259,0.32,0.427,0.747,0.316,0.1,-0.9,0.4,150.7,3516,147,3516,1B,-0.099850174,0.039828678,-0.286873173,1.109970213,-0.739424274,-0.670356564,-0.646705294,,7.332699084,2.501504864,1.490411409,0.843504762,3.250075494,-0.353425156,-0.399372289
Pat Valaika,BAL,41,275,252.237521,62.1275553,11.45440208,1.204833868,12.21772054,34.37757345,34.76183964,18.85789062,64.12719258,0.649658805,1.426755689,1.094839129,0.248712545,0.308744568,0.451716362,0.754673707,0.306,-0.2,-0.5,0.4,537.4,14885,68.39428006,14885,1B/2B/SS,-2.439110731,-1.08751285,-0.801842998,-2.010587514,-0.495048281,-0.115238513,-6.949340887,,2.996522099,1.131521937,0.791714352,0.200579203,1.176860449,-0.273483403,-0.030670439
Mitch Moreland,OAK,109,569,504.237521,116.1275553,23.45440208,1.204833868,25.21772054,70.37757345,81.76183964,56.85789062,132.1271926,3.649658805,1.426755689,0.094839129,0.231551757,0.314412577,0.439892794,0.751508382,0.311,0.2,-1.3,0.2,540.9,3086,136.3942801,3086,1B,-0.415841378,0.271702511,-0.801842998,0.384425862,-0.824565301,-0.394553969,-1.780675273,,6.287872224,2.316445294,1.634120801,0.200579203,2.768043243,-0.432153048,-0.199163268
Matt Beaty,LAD,42,282,255.237521,64.1275553,13.45440208,1.204833868,9.217720541,34.37757345,36.76183964,20.85789062,51.12719258,3.649658805,2.426755689,1.094839129,0.255173581,0.324438852,0.435936169,0.754731452,0.311,-0.2,-0.1,0.1,999,17710,69.39428006,17710,1B,-2.439110731,-1.401177934,-0.689238075,-1.908672051,-0.283510214,-0.23526409,-6.956973094,,3.069945404,1.131521937,0.597312864,0.34116333,1.244570355,-0.116259548,-0.128363534
Pavin Smith,ARI,31,233,208.237521,52.1275553,10.45440208,1.204833868,7.217720541,27.37757345,26.76183964,21.85789062,41.12719258,1.649658805,1.426755689,0.094839129,0.256081329,0.334775778,0.438416307,0.766361671,0.317,0.1,-0.1,0.1,597.4,19892,58.39428006,19892,1B,-2.832524217,-1.610287989,-0.801842998,-2.418249365,-0.118772744,-0.178857848,-7.960535161,,2.375775787,0.901120173,0.467711871,0.200579203,0.906020825,-0.006865308,-0.092790977
Colin Moran,PIT,131,600,541.4483819,139.9720932,28.46995269,2.067595177,21.39184778,68.08459924,77.21140708,47.2531039,137.6419736,5.214387406,1.140829377,2.031296913,0.259351522,0.323923866,0.4361021,0.758205648,0.319,-2.9,-1.9,0.1,483.5,16909,140.0401124,16909,1B/DH,-0.544710946,-0.128311722,-0.834039708,0.152546142,-0.579724928,-0.483345464,-2.417586627,,5.890787725,2.240973108,1.386202348,0.160382502,2.613988562,-0.24997327,-0.260785525
Mike Ford,NYY,6,128,114.237521,27.1275553,5.454402082,0.204833868,5.217720541,16.37757345,16.76183964,12.85789062,26.12719258,0.649658805,0.426755689,0.094839129,0.24641367,0.336560596,0.468015622,0.79214273,0.327,0,0,0.1,597.5,15585,33.39428006,15585,1B/DH,-3.450745408,-1.819398045,-0.914447921,-2.927826678,-0.069339683,-0.003656167,-9.185413902,,1.541106326,0.539060259,0.338110879,0.059995076,0.567471294,0.004795001,0.031673817
Ryan Zimmerman,WSN,37,261,234.237521,58.1275553,12.45440208,0.204833868,11.21772054,31.37757345,37.76183964,22.85789062,54.12719258,1.649658805,1.426755689,0.094839129,0.252398275,0.326351557,0.459130267,0.779384174,0.323,-0.4,0,0.1,600.9,4220,64.39428006,4220,1B,-2.607716511,-1.192067878,-0.801842998,-1.857714319,-0.239795431,-0.056627419,-6.755764556,,3.162915737,1.032778324,0.726913856,0.200579203,1.278425308,-0.089315383,0.013534429
Spencer Torkelson,DET,10,142,126.237521,30.1275553,6.454402082,0.204833868,5.217720541,17.37757345,17.76183964,13.85789062,30.12719258,1.649658805,1.426755689,0.094839129,0.246964435,0.334533495,0.455887321,0.779213165,0.315,0,0,0,999,sa3014504,37.39428006,sa3014504,1B,-3.394543481,-1.819398045,-0.801842998,-2.876868947,-0.08765409,-0.047971717,-9.028279278,,1.703807509,0.571974796,0.338110879,0.200579203,0.601326247,-0.00552175,-0.002661866
Matt Thaiss,LAA,8,135,120.237521,28.1275553,5.454402082,0.204833868,5.217720541,16.37757345,16.76183964,12.85789062,29.12719258,0.649658805,0.426755689,0.094839129,0.242710739,0.330775973,0.449088886,0.76807607,0.295,-0.1,0,0,999,19318,35.39428006,19318,1B,-3.450745408,-1.819398045,-0.914447921,-2.927826678,-0.110630118,-0.070355517,-9.293403687,,1.457646121,0.539060259,0.338110879,0.059995076,0.567471294,-0.024359078,-0.022632309
Tyler White,TOR,2,107,95.23752102,22.1275553,4.454402082,0.204833868,4.217720541,13.37757345,13.76183964,10.85789062,22.12719258,0.649658805,0.426755689,0.094839129,0.247737848,0.338698657,0.468018688,0.791843639,0.313,0,0,0,999,15564,29.39428006,15564,1B,-3.619351187,-1.923953073,-0.914447921,-3.080699873,-0.052108332,-0.004979859,-9.595540245,,1.278667253,0.440316646,0.273310383,0.059995076,0.465906435,0.012661573,0.02647714
Chris Shaw,BAL,2,107,95.23752102,23.1275553,4.454402082,0.204833868,4.217720541,13.37757345,13.76183964,9.857890617,22.12719258,0.649658805,0.426755689,0.094839129,0.247476166,0.33667062,0.469588782,0.791385696,0.303,-0.1,0,0,999,17738,29.39428006,17738,1B,-3.619351187,-1.923953073,-0.914447921,-3.080699873,-0.063054817,-0.000569537,-9.602076408,,1.274156067,0.440316646,0.273310383,0.059995076,0.465906435,0.004462664,0.030164864
Hernan Perez,WSN,3,114,102.237521,24.1275553,5.454402082,0.204833868,4.217720541,13.37757345,14.76183964,10.85789062,23.12719258,0.649658805,0.426755689,0.094839129,0.247815349,0.333313652,0.462122804,0.781476048,0.287,0,0,0,999,5751,30.39428006,5751,1B,-3.619351187,-1.923953073,-0.914447921,-3.029742141,-0.084217844,-0.022266913,-9.593979079,,1.277231911,0.440316646,0.273310383,0.059995076,0.499761388,-0.009697031,0.013545449
Brian O'Grady,SDP,5,121,108.237521,25.1275553,5.454402082,0.204833868,5.217720541,14.37757345,15.76183964,11.85789062,27.12719258,0.649658805,1.426755689,0.094839129,0.242272312,0.331155011,0.459165286,0.777167516,0.291,0.1,0,0,999,16729,32.39428006,16729,1B,-3.563149261,-1.819398045,-0.801842998,-2.97878441,-0.100437296,-0.032330528,-9.295942538,,1.531848091,0.473231183,0.338110879,0.200579203,0.533616341,-0.020137424,0.006447908
Ronald Guzman,TEX,26,212,189.237521,44.1275553,9.454402082,0.204833868,8.217720541,25.37757345,25.76183964,19.85789062,52.12719258,1.649658805,1.426755689,0.094839129,0.241230895,0.324583756,0.440405659,0.756954101,0.307,0.6,-0.1,0,596.7,14388,53.39428006,14388,1B,-2.94492807,-1.505732962,-0.801842998,-2.469207096,-0.220187171,-0.15249961,-8.094397905,,2.27825657,0.835291098,0.532512368,0.200579203,0.872165872,-0.086939085,-0.075352886
Ryan O'Hearn,KCR,18,177,157.237521,36.1275553,8.454402082,0.204833868,7.217720541,20.37757345,22.76183964,17.85789062,41.12719258,1.649658805,0.426755689,0.094839129,0.237242654,0.326834782,0.442977399,0.760820731,0.304,-0.1,-0.1,0,599.5,16442,45.39428006,16442,1B/DH,-3.225937702,-1.610287989,-0.914447921,-2.62208029,-0.169457577,-0.116758112,-8.658969592,,1.858119604,0.670718409,0.467711871,0.059995076,0.770601012,-0.057936201,-0.052970565
Ryan McBroom,KCR,16,170,153.237521,36.1275553,7.454402082,0.204833868,6.217720541,20.37757345,20.76183964,14.85789062,40.12719258,1.649658805,0.426755689,0.094839129,0.245240881,0.323822096,0.444541174,0.759001585,0.299,0.1,-0.1,0,600.6,16524,43.39428006,16524,1B/DH,-3.225937702,-1.714843017,-0.914447921,-2.723995753,-0.189961818,-0.107016998,-8.87620321,,1.715830562,0.670718409,0.402911375,0.059995076,0.702891106,-0.07490238,-0.045783025
Pablo Sandoval,ATL,5,121,108.237521,26.1275553,5.454402082,0.204833868,5.217720541,14.37757345,15.76183964,10.85789062,25.12719258,0.649658805,0.426755689,0.094839129,0.247131816,0.332543441,0.461768592,0.781159251,0.299,0,0,0,598.7,5409,32.39428006,5409,1B/DH,-3.563149261,-1.819398045,-0.914447921,-2.97878441,-0.091962598,-0.024019787,-9.391762022,,1.404539013,0.473231183,0.338110879,0.059995076,0.533616341,-0.013799937,0.013385471
Jake Noll,WSN,6,128,115.237521,27.1275553,5.454402082,0.204833868,5.217720541,15.37757345,15.76183964,10.85789062,26.12719258,0.649658805,0.426755689,0.094839129,0.24816367,0.328466846,0.449640622,0.76545523,0.28,0,0,-0.1,999,19703,33.39428006,19703,1B,-3.506947334,-1.819398045,-0.914447921,-2.97878441,-0.121600323,-0.066039717,-9.40721775,,1.383471822,0.506145721,0.338110879,0.059995076,0.533616341,-0.034255229,-0.020140967
Greg Bird,COL,28,219,192.237521,44.1275553,9.454402082,0.204833868,10.21772054,26.37757345,30.76183964,22.85789062,51.12719258,1.649658805,0.426755689,0.094839129,0.236684702,0.330126741,0.459602738,0.782462417,0.325,0,-0.1,-0.1,596.8,14131,55.39428006,14131,1B,-2.888726143,-1.296622906,-0.914447921,-2.214418439,-0.165077911,-0.045886859,-7.52518018,,2.600684737,0.868205636,0.66211336,0.059995076,1.041440637,-0.044449019,0.013379048
Evan White,SEA,146,630,571,128,22,2,25,69,78,48,197,5,4,3,0.223,0.287,0.398,0.685,0.291,2.5,-0.6,-0.1,451.1,20078,146,20078,1B,-0.49326366,0.248938733,-0.51208302,0.192731048,-1.780423447,-1.150773915,-3.49487426,,5.222949518,2.271103101,1.620012402,0.562336508,2.640686339,-1.09135153,-0.779837301
Lewin Diaz,MIA,18,177,161.237521,37.1275553,7.454402082,0.204833868,7.217720541,20.37757345,21.76183964,13.85789062,38.12719258,1.649658805,0.426755689,0.094839129,0.239417795,0.309433652,0.439932201,0.740374403,0.279,0.3,-0.1,-0.1,999,18365,45.39428006,18365,1B,-3.225937702,-1.610287989,-0.914447921,-2.673038021,-0.324827048,-0.133913216,-8.882451898,,1.695481434,0.670718409,0.467711871,0.059995076,0.736746059,-0.173391751,-0.066298232
Danny Santana,,44,289,263.237521,62.1275553,13.45440208,1.204833868,11.21772054,35.37757345,36.76183964,20.85789062,77.12719258,2.649658805,6.426755689,2.094839129,0.23957076,0.303307115,0.438069203,0.735869444,0.294,0,0.3,-0.2,588.8,10322,71.39428006,10322,1B,-2.382908805,-1.192067878,-0.238818381,-1.908672051,-0.59775656,-0.225711547,-6.545935222,,3.575590214,1.164436475,0.726913856,0.903499839,1.244570355,-0.345132354,-0.118697956
Charlie Culberson,TEX,42,282,257.237521,59.1275553,11.45440208,1.204833868,8.217720541,30.37757345,30.76183964,19.85789062,72.12719258,2.649658805,2.426755689,1.094839129,0.235166489,0.29991403,0.397212765,0.691483225,0.27,0.5,-0.1,-0.3,999,3298,69.39428006,3298,1B,-2.663918437,-1.505732962,-0.689238075,-2.214418439,-0.632385298,-0.530811273,-8.236504483,,2.172482516,0.999863786,0.532512368,0.34116333,1.041440637,-0.372484247,-0.370013358
Andrew Vaughn,CHW,76,429,383.237521,87.1275553,17.45440208,0.204833868,13.21772054,48.37757345,46.76183964,34.85789062,93.12719258,6.649658805,2.426755689,2.094839129,0.22964324,0.306209222,0.390759906,0.69249247,0.286,0.1,-0.5,-0.6,999,sa3011226,103.3942801,sa3011226,1B,-1.65228376,-0.982957823,-0.689238075,-1.399094737,-0.807737181,-0.858037037,-6.389348612,,3.312511128,1.592325465,0.856514848,0.34116333,1.583119886,-0.459097229,-0.601515172
Albert Pujols,LAA,84,464,424.237521,100.1275553,18.45440208,0.204833868,17.21772054,49.37757345,65.76183964,32.85789062,76.12719258,3.649658805,1.426755689,0.094839129,0.238631357,0.298378785,0.413995689,0.708944546,0.289,-0.7,-1.2,-0.7,586.6,1177,111.3942801,1177,1B/DH,-1.596081834,-0.564737712,-0.801842998,-0.430897841,-1.054091062,-0.657845627,-5.105497073,,4.112077489,1.625240002,1.115716832,0.200579203,2.226363994,-0.626598229,-0.429224314
Josh Fuentes,COL,102,541,503.237521,129.1275553,27.45440208,3.204833868,16.21772054,61.37757345,64.76183964,26.85789062,136.1271926,4.649658805,3.426755689,2.094839129,0.25782061,0.301650197,0.424761552,0.723469999,0.297,1,-0.2,-0.7,533.2,16885,129.3942801,16885,1B,-0.921658716,-0.669292739,-0.576633151,-0.481855572,-1.133986671,-0.618381467,-4.401808317,,4.707341585,2.020214455,1.050916336,0.481747457,2.192509041,-0.660769377,-0.377276327
Chris Davis,BAL,52,324,288.237521,57.1275553,11.45440208,0.204833868,11.21772054,32.37757345,35.76183964,30.85789062,104.1271926,2.649658805,1.426755689,0.094839129,0.200360956,0.286011594,0.369055554,0.650155153,0.254,-0.4,-0.3,-1,600.8,9272,79.39428006,9272,1B,-2.551514584,-1.192067878,-0.801842998,-1.959629782,-0.948631722,-0.832747941,-8.286434905,,2.003487787,1.065692862,0.726913856,0.200579203,1.210715402,-0.592075867,-0.608337669
Ozzie Albies,ATL,151,651,594,168,36,5,27,97,88,46,109,5,16,4,0.283,0.338,0.495,0.832,0.347,4.5,2.1,3.9,34.1,16556,151,16556,2B,1.080390282,0.458048789,0.83917606,0.702308362,-0.163803568,0.502739794,3.418859718,,10.75409203,3.192710156,1.749613394,2.249346033,2.979235869,0.056373646,0.526812937
Jose Altuve,HOU,154,665,596,169,31,2,24,97,81,57,105,6,13,6,0.283,0.35,0.463,0.813,0.344,-4.2,0,3.6,97.6,5417,154,5417,2B,1.080390282,0.144383706,0.50136129,0.345604242,0.235967145,-0.058041704,2.24966496,,9.745238701,3.192710156,1.555211905,1.827593652,2.742251198,0.34107272,0.08639907
Ketel Marte,ARI,154,665,600,172,36,8,21,87,74,52,90,6,7,2,0.286,0.347,0.474,0.822,0.345,0.7,0.3,3.4,83.9,13613,154,13613,2B,0.518371017,-0.169281378,-0.17426825,-0.011099878,0.135330102,0.136308817,0.43536043,,8.223752075,2.863564779,1.360810417,0.98408889,2.505266526,0.270179549,0.239841914
Luis Arraez,MIN,128,600,541.173848,166.0280288,32.07421612,2.219569306,6.31437876,73.91287299,53.87777826,51.20949902,52.87976245,2.428724211,5.586888636,2.175226873,0.307175889,0.366425923,0.410907407,0.776679761,0.337,-0.6,-0.4,2.4,422.1,18568,140.9543235,18568,2B,-0.217150733,-1.704736914,-0.333391547,-1.036482648,0.706675482,-0.885251217,-3.470337576,,5.535198426,2.432808044,0.409174876,0.785427862,1.824029654,0.662547128,-0.578789138
Nick Madrigal,CHW,141,609,559,166,27,2,7,67,55,33,36,9,21,10,0.297,0.344,0.391,0.735,0.317,3.3,-1.5,2.3,195.8,20521,141,20521,2B,-0.605667513,-1.633051767,1.402200676,-0.979296774,0.028853504,-1.242245538,-3.029207412,,6.801110964,2.205274025,0.453603472,2.952266669,1.862022418,0.183600453,-0.855656074
Kolten Wong,MIL,130,600,524.8926366,137.3855564,25.76529031,4.186867495,11.11862022,69.03223234,58.15130065,52.58255236,93.85511698,13.36487167,15.49947969,5.149129253,0.262012104,0.340824899,0.393038928,0.734091995,0.316,3.4,0.9,1.8,265.1,12532,141.0249562,12532,2B,-0.49145214,-1.202429315,0.782815009,-0.818713642,-0.068185079,-1.135596571,-2.933561738,,6.471490701,2.272164013,0.720492106,2.178980822,1.968709554,0.1128924,-0.781748194
Cesar Hernandez,CLE,131,600,530.6114252,140.743084,27.45636451,2.154165683,10.92286168,72.15159168,52.42482304,58.95560569,114.8304715,5.301019127,7.412070745,3.123031634,0.265789986,0.341975542,0.386067116,0.728230896,0.315,-0.7,0.1,1.5,390.4,10556,140.0955888,10556,2B,-0.316138136,-1.222896854,-0.127867055,-1.11052195,-0.033358831,-1.256950572,-4.067733398,,5.160957361,2.374836284,0.707806855,1.042019496,1.774839923,0.137596731,-0.876141928
Jonathan Schoop,DET,125,600,554.7362708,144.3129735,26.69206773,2.28497293,25.70589584,75.67415431,79.33073349,30.46339234,129.9290534,9.556429296,2.761706528,0.227422112,0.261120126,0.306969638,0.456094366,0.763411959,0.319,-2.6,0,1.5,370.4,11265,141.8130581,11265,2B,-0.11816333,0.322743692,-0.651520961,0.260542208,-1.092874827,-0.167817531,-1.447090748,,6.608127089,2.490779804,1.665754802,0.388252102,2.685738258,-0.613981044,-0.008416833
Gavin Lux,LAD,104,548,493.7315915,126.463891,23.41322578,4.467168737,19.79655055,70.58058084,74.37825163,46.95638089,114.6377924,2.912179173,8.248699226,4.372823134,0.256310505,0.320798081,0.443179548,0.764602176,0.323,-0.9,-0.2,1.4,246.4,19955,131.5623904,19955,2B,-0.404431971,-0.295108068,-0.033658569,0.008174967,-0.618893372,-0.338713956,-1.682630969,,6.835251317,2.323127188,1.282826296,1.15963618,2.518072217,-0.291229051,-0.157181515
Nico Hoerner,CHC,117,600,541.1423278,144.5253353,26.23669675,4.448481988,10.68468853,73.07735761,66.96312156,45.59812566,87.05228074,7.875692006,12.19875126,5.357910208,0.26706905,0.329099758,0.393373428,0.722180788,0.309,0.8,-0.1,1.1,488,21479,143.4598948,21479,2B/SS,-0.264108307,-1.247799055,0.411136737,-0.369683239,-0.423067354,-1.165052529,-3.058573747,,6.140675134,2.405307441,0.692373117,1.714950797,2.267033337,-0.138846726,-0.800142832
Ty France,SEA,115,597,536.7315915,140.463891,27.41322578,2.467168737,19.79655055,71.58058084,72.37825163,39.95638089,120.6377924,15.91217917,3.248699226,1.372823134,0.262030413,0.327392544,0.432752751,0.76071858,0.324,-0.1,-0.9,1.1,358.1,17982,142.5623904,17982,2B/DH,-0.348230045,-0.295108068,-0.596683186,-0.093740496,-0.472538788,-0.532258236,-2.338558818,,6.070638463,2.356041726,1.282826296,0.456715545,2.450362311,-0.174679414,-0.300628002
Keston Hiura,MIL,143,616,553,138,27,3,29,80,87,43,179,15,12,6,0.25,0.32,0.465,0.785,0.328,-1.3,-0.5,0.9,69.8,20003,143,20003,2B/DH,0.124957532,0.667158845,0.388756367,0.65135063,-0.716190011,-0.022075261,1.093958101,,8.908575183,2.633163015,1.879214386,1.687009525,2.945380916,-0.342542935,0.106350276
Donovan Solano,SFG,126,600,558.4550594,155.6705011,31.38314192,2.252271118,8.510137299,61.79351365,59.60425588,30.83644568,106.9044079,5.492576754,2.674297582,1.201324492,0.279306341,0.320393614,0.386472553,0.707174193,0.301,-1.5,-0.6,0.8,530.1,8623,140.8836908,8623,2B,-0.898282075,-1.475159319,-0.661363639,-0.74467434,-0.686574298,-1.31561834,-5.781672011,,3.739713637,2.033904934,0.551461119,0.375963791,2.017899285,-0.32576789,-0.913747602
Freddy Galvis,BAL,128,600,548.173848,132.0280288,26.07421612,2.219569306,16.31437876,63.91287299,64.87777826,40.20949902,129.8797624,5.428724211,5.586888636,3.175226873,0.241737556,0.297300923,0.385100741,0.682669761,0.289,-0.6,-0.5,0.8,518,6609,140.9543235,6609,2B/SS,-0.779169998,-0.659186637,-0.333391547,-0.475947603,-1.385515686,-1.313791863,-4.947003332,,4.405565738,2.103662667,1.057179837,0.785427862,2.196434138,-0.821568629,-0.915570136
Tony Kemp,OAK,87,478,423.7315915,108.463891,20.41322578,2.467168737,7.796550554,56.58058084,42.37825163,42.95638089,68.63779244,5.912179173,11.24869923,4.372823134,0.256502419,0.328822905,0.376837641,0.705585758,0.302,-1.8,-0.3,0.8,598.6,14894,114.5623904,14894,2B,-1.191258942,-1.549768401,0.304156201,-1.622472437,-0.350765117,-1.12146244,-5.531571138,,4.465369367,1.862323661,0.505220343,1.581388562,1.434713719,-0.116880729,-0.80139619
Starlin Castro,WSN,118,600,556.8611164,151.882863,27.92777095,2.415780176,18.48892999,70.19671695,75.23664395,34.97117899,106.0276353,2.811839464,4.111342312,2.331812589,0.273098599,0.3163904,0.434713282,0.751611355,0.316,-2.9,-0.3,0.8,391.3,4579,142.5305274,4579,2B,-0.426005862,-0.431826372,-0.499545327,0.051916692,-0.807738676,-0.519582341,-2.632781886,,5.936269278,2.310492486,1.198091835,0.57798947,2.547133049,-0.411716997,-0.285720565
Christian Arroyo,BOS,60,359,326.7315915,84.46389098,18.41322578,1.467168737,10.79655055,43.58058084,44.37825163,25.95638089,69.63779244,3.912179173,3.248699226,1.372823134,0.25988623,0.31688955,0.428377138,0.746220034,0.315,-0.3,-0.2,0.6,600.7,16434,87.56239039,16434,2B,-1.921883987,-1.236103318,-0.596683186,-1.520556974,-0.488175972,-0.370739552,-6.134142989,,3.624871645,1.434434671,0.699621832,0.456715545,1.502423626,-0.246304033,-0.222019994
Nicky Lopez,KCR,130,600,541.8926366,137.3855564,24.76529031,3.186867495,7.118620221,62.03223234,50.15130065,46.58255236,86.85511698,4.364871669,8.499479691,6.149129253,0.253612104,0.315624899,0.350105595,0.665958662,0.288,3.7,-1.6,0.6,593.7,19339,141.0249562,19339,2B,-0.884865626,-1.620649426,-0.005419454,-1.226375493,-0.830907935,-1.858188235,-6.42640617,,3.619471928,2.041762249,0.461290122,1.194891933,1.697869929,-0.428152332,-1.348189973
Hanser Alberto,KCR,57,345,321.7315915,89.46389098,16.41322578,1.467168737,6.796550554,40.58058084,33.37825163,15.95638089,40.63779244,2.912179173,3.248699226,1.372823134,0.276965671,0.313456083,0.404125775,0.718573891,0.3,0.6,0,0.5,560.7,11902,84.56239039,11902,2B,-2.090489766,-1.654323429,-0.596683186,-2.08109202,-0.530243791,-0.595371096,-7.548203287,,2.676433664,1.335691058,0.440419847,0.456715545,1.130019142,-0.280644654,-0.405767273
Brendan Rodgers,COL,120,600,549.579905,144.2403906,29.61884514,2.383078364,19.29317145,70.31607629,71.51016633,37.34423233,124.0029898,7.747986922,7.023933366,2.30571497,0.262024814,0.313691043,0.43057647,0.744735256,0.313,1.9,0,0.5,463.6,17907,142.6011601,17907,2B,-0.419297637,-0.347738884,-0.171573235,-0.137976153,-0.889439531,-0.579996457,-2.546021896,,6.168158172,2.314421143,1.250207081,0.987453541,2.420973324,-0.469672277,-0.33522464
Jonathan Villar,NYM,68,394,353.7315915,88.46389098,14.41322578,1.467168737,10.79655055,47.58058084,39.37825163,33.95638089,93.63779244,2.912179173,18.24869923,5.372823134,0.249360803,0.315886671,0.392046682,0.708802011,0.299,-0.8,1.3,0.4,174.7,10071,95.56239039,10071,2B/SS,-1.697076281,-1.236103318,1.092390664,-1.775345631,-0.552323838,-0.779448965,-4.947907369,,5.334239753,1.566092821,0.699621832,2.565477451,1.33314886,-0.283737331,-0.54636388
