Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,Fld,BsR,WAR,ADP,playerid,GP,IDFANGRAPHS,Position,R_z,HR_z,SB_z,RBI_z,OBP_z,SLG_z,z-score,FVARz,SGP,R_sgp,HR_sgp,SB_sgp,RBI_sgp,OBP_sgp,SLG_sgp
Tommy Edman,STL,118,600,546.0464248,142.6547156,25.15172218,5.364658402,13.65651407,73.53974465,60.42963433,37.8063292,113.876057,6.773752998,14.18423219,4.344770293,0.259586756,0.317121362,0.404351889,0.723248024,0.304,2.2,0.9,1.2,131.4,19470,142.1591691,19470,2B/3B/SS/OF,-0.238121264,-0.937079753,0.634711664,-0.702614926,-0.785614828,-0.998694696,-3.027413804,-1.105348134,6.282245102,2.420526697,0.884948886,1.9940779,2.045842433,-0.396023234,-0.667127581
Yasiel Puig,,75,422,377.6926121,96.08395007,18.66485638,1.409728542,16.98484727,52.96600523,58.84228576,34.6475609,89.08545731,3.869385391,10.33059796,4.387382351,0.253566574,0.325853765,0.453000782,0.780329236,0.327,0.5,-0.4,0.8,358.6,14225,102.1451338,14225,OF,-1.394405055,-0.589085783,0.200773478,-0.783502608,-0.376936871,-0.15244383,-3.09560067,-1.173535,6.105202543,1.743351575,1.100626529,1.452318097,1.992102822,-0.149529179,-0.033667301
Lorenzo Cain,MIL,139,602,535,145,25,2,11,74,48,55,104,7,17,6,0.27,0.343,0.385,0.728,0.315,4.8,1.2,2,247.7,9077,139,9077,OF,-0.212254027,-1.214831655,0.951780983,-1.336000894,-0.00224411,-1.284088501,-3.097638204,-1.175572535,6.427288949,2.435675789,0.712805457,2.38993016,1.625037747,0.160089483,-0.896249687
Nomar Mazara,DET,99,527,474.6926121,119.0839501,23.66485638,1.409728542,18.98484727,61.96600523,71.84228576,38.6475609,128.0854573,5.869385391,3.330597961,1.387382351,0.249189932,0.316372465,0.432332694,0.749886029,0.313,-0.6,-0.6,0.4,529.1,14553,126.1451338,14553,OF,-0.888587717,-0.379975727,-0.587460985,-0.1210521,-0.714156566,-0.47796591,-3.169199005,-1.247133335,5.532854455,2.039582415,1.230227521,0.468229207,2.432217212,-0.364821942,-0.272579957
JaCoby Jones,DET,126,600,539.3540105,125.925333,29.51902245,3.221253413,18.61181753,72.00164282,61.93483431,41.12968288,174.8461469,11.46946811,11.7185229,4.20918647,0.232325785,0.30133386,0.406010697,0.706994644,0.297,-0.7,0.3,0.7,480.5,14818,140.6583723,14818,OF,-0.32456555,-0.418977862,0.357060659,-0.62591335,-1.263451672,-0.960209545,-3.236057321,-1.313991651,5.946608698,2.369900786,1.206055008,1.647438312,2.096800908,-0.734981356,-0.638604962
Leody Taveras,TEX,123,600,539.6309762,132.017086,24.17210234,5.278615409,13.02969614,70.81688355,50.73275432,48.20034141,143.658111,2.591182066,22.90480661,8.263419999,0.244196173,0.310178194,0.382223841,0.693107329,0.293,2,0.9,0.4,201.5,18900,141.458691,18900,OF,-0.391151304,-1.002616719,1.616691279,-1.196745933,-0.995762159,-1.339287942,-3.308872778,-1.386807108,6.629287897,2.330904983,0.844330774,3.220052244,1.717555016,-0.545093247,-0.938461871
Myles Straw,HOU,123,600,532.6309762,135.017086,20.17210234,3.278615409,5.029696144,69.81688355,46.73275432,55.20034141,122.658111,2.591182066,32.90480661,9.263419999,0.25306284,0.327024861,0.340550507,0.668280662,0.289,1.7,2.6,1.2,361.9,17620,141.458691,17620,OF,-0.44735323,-1.839056941,2.742740511,-1.400576859,-0.485867805,-1.976734664,-3.406848987,-1.484783318,7.203050167,2.297990445,0.325926805,4.625893514,1.582135204,-0.183394825,-1.445500977
Oscar Mercado,CLE,107,562,507.6926121,124.0839501,24.66485638,2.409728542,12.98484727,65.96600523,57.84228576,38.6475609,121.0854573,5.869385391,19.33059796,7.387382351,0.244307997,0.306235389,0.388555747,0.695898465,0.29,0.5,0.7,0.4,374,16375,134.1451338,16375,OF,-0.663780011,-1.007305894,1.214217787,-0.83446034,-1.046669881,-1.165898016,-3.503896353,-1.581830684,6.285178824,2.171240565,0.841424544,2.71757524,1.958247869,-0.592277585,-0.81103181
Shogo Akiyama,CIN,99,527,466.6926121,122.0839501,22.66485638,3.409728542,12.98484727,62.96600523,53.84228576,47.6475609,100.0854573,4.869385391,10.33059796,5.387382351,0.261343632,0.339059372,0.412886774,0.752316769,0.32,-0.9,-0.9,0.5,487.9,27461,126.1451338,27461,OF,-0.83238579,-1.007305894,0.200773478,-1.038291265,-0.11104053,-0.737775172,-3.526025173,-1.603959503,5.773533587,2.072496952,0.841424544,1.452318097,1.822828057,0.066383336,-0.4819174
Dexter Fowler,LAA,107,562,487.6926121,111.0839501,21.66485638,2.409728542,16.98484727,67.96600523,63.84228576,59.6475609,142.0854573,6.869385391,7.330597961,3.387382351,0.227044652,0.321854606,0.388555747,0.711517682,0.301,-4.3,-0.1,-0.1,578.4,4062,134.1451338,4062,OF,-0.551376158,-0.589085783,-0.137041292,-0.528713951,-0.603866889,-1.120428323,-3.530512396,-1.608446726,5.471776778,2.237069641,1.100626529,1.030565715,2.161377588,-0.276884475,-0.780978219
David Dahl,TEX,100,534,483.6926121,119.0839501,22.66485638,4.409728542,17.98484727,63.96600523,62.84228576,36.6475609,146.0854573,3.869385391,6.330597961,3.387382351,0.245136881,0.307375073,0.432289007,0.740016737,0.306,-1.4,-0.2,-0.2,352.5,13744,127.1451338,13744,OF,-0.776183864,-0.484530755,-0.249646215,-0.579671683,-0.965548899,-0.487430019,-3.543011435,-1.620945765,5.467862719,2.10541149,1.165427025,0.889981588,2.127522634,-0.5425399,-0.277940118
Carter Kieboom,WSN,115,597,516.8951036,128.7848686,23.04779793,2.367509146,15.81516104,71.7696417,69.11671137,62.86054839,126.3229285,9.851236313,4.630475676,2.196273257,0.24750892,0.3396151,0.393082261,0.732347515,0.313,-0.1,-0.6,1,472.9,19958,140.3409182,19958,3B,-0.337604461,-0.711382359,-0.441088355,-0.259941188,-0.104451043,-1.117811173,-2.972278578,-1.639736873,5.694461011,2.362264577,1.024830281,0.650971381,2.339943019,0.086511255,-0.770059502
Rio Ruiz,BAL,120,600,538.0739849,130.6835923,27.1391943,2.3013575,20.12843205,68.47110619,75.75570332,52.26564968,124.1048013,2.698013777,3.516990054,2.160944071,0.242051128,0.312738527,0.41484715,0.725757671,0.304,1.6,-1,1.2,543.2,14103,140.7795529,14103,3B,-0.522988511,-0.260408188,-0.566472318,0.078366781,-0.918269124,-0.81772332,-3.00749468,-1.674952975,5.600833307,2.253694805,1.304332382,0.494432977,2.56470578,-0.490122824,-0.526209813
Adam Frazier,PIT,122,600,538.7694591,142.5629626,29.49864229,3.307296406,13.23863545,70.72450392,59.63171432,44.73567067,89.06409298,7.652039043,5.997948471,4.290536764,0.262591368,0.328880361,0.408445412,0.738103672,0.313,0.6,-0.6,1.3,512,15223,142.3588504,15223,2B/OF,-0.396343217,-0.980771063,-0.287104185,-0.74327512,-0.429707784,-0.92049248,-3.75769385,-1.83562818,5.296879483,2.32786435,0.857870145,0.84321635,2.018828889,-0.143557178,-0.607343072
Jon Berti,MIA,91,492,427.6926121,104.0839501,18.66485638,2.409728542,8.984847271,59.96600523,45.84228576,47.6475609,112.0854573,7.869385391,21.33059796,6.387382351,0.241961574,0.331821725,0.368829939,0.701916539,0.3,1.3,1.8,0.9,282.6,12037,118.1451338,12037,2B/OF,-1.00099157,-1.425526005,1.439427634,-1.445953116,-0.285596669,-1.232849549,-3.951489275,-2.029423606,6.150486271,1.973753339,0.58222256,2.998743494,1.551988432,-0.066706303,-0.889515252
Cristian Pache,ATL,123,600,549.6309762,135.017086,30.17210234,6.278615409,15.02969614,65.81688355,69.73275432,38.20034141,144.658111,3.591182066,7.904806613,7.263419999,0.245969507,0.300424861,0.408823841,0.709953996,0.296,0.3,-1.9,0.2,999,19948,141.458691,19948,OF,-0.672160936,-0.793506663,-0.072382571,-0.228549037,-1.290964153,-0.93267961,-3.990242969,-2.0681773,5.243929741,2.166332294,0.973931766,1.111290337,2.360799124,-0.754497597,-0.613926184
Yandy Diaz,TBR,107,562,485.8951036,131.7848686,25.04779793,1.367509146,12.81516104,68.7696417,56.11671137,66.86054839,94.32292846,3.851236313,2.630475676,2.196273257,0.270620686,0.362671201,0.404583825,0.765999051,0.331,0.1,-0.6,1.2,507.6,16578,132.3409182,16578,3B/DH,-0.50621024,-1.025047442,-0.666298201,-0.922391696,0.553278823,-0.886641874,-3.45331063,-2.120768925,5.315554189,2.263520964,0.830428793,0.369803127,1.899828629,0.547310012,-0.595337335
Luis Urias,MIL,113,590,516.8951036,128.7848686,26.04779793,4.367509146,14.81516104,66.7696417,66.11671137,56.86054839,123.3229285,8.851236313,5.630475676,3.196273257,0.24918784,0.334639347,0.399051034,0.732494011,0.312,1.2,-0.6,1.2,462,16622,138.3409182,16622,2B/3B/SS,-0.618614093,-0.815937387,-0.328483431,-0.412814382,-0.251722647,-1.026814783,-3.454386723,-2.121845018,5.470192065,2.197691888,0.960029785,0.791555508,2.23837816,-0.01960076,-0.697862515
Scott Kingery,PHI,107,562,509.6926121,119.0839501,26.66485638,2.409728542,16.98484727,64.96600523,62.84228576,37.6475609,148.0854573,5.869385391,10.33059796,3.387382351,0.231977036,0.293904428,0.400886708,0.695076401,0.286,0.2,0.6,0.1,347.4,17975,134.1451338,17975,2B/OF,-0.719981937,-0.589085783,0.200773478,-0.579671683,-1.39625119,-0.985073908,-4.069291022,-2.147225353,5.310694889,2.138326028,1.100626529,1.452318097,2.127522634,-0.841272145,-0.666826253
Mauricio Dubon,SFG,105,555,507.6926121,133.0839501,22.66485638,2.409728542,13.98484727,61.96600523,60.84228576,33.6475609,100.0854573,3.869385391,10.33059796,5.387382351,0.259888458,0.313692412,0.401011405,0.715825112,0.299,1.3,-0.6,0.8,286.5,16530,132.1451338,16530,2B/SS/OF,-0.888587717,-0.902750866,0.200773478,-0.681587146,-0.825292104,-0.979387107,-4.076831462,-2.154765793,5.358522033,2.039582415,0.906225041,1.452318097,2.059812728,-0.436528425,-0.662887822
Daulton Varsho,ARI,79,436,388.6926121,97.08395007,18.66485638,3.409728542,13.98484727,53.96600523,49.84228576,34.6475609,93.08545731,5.869385391,11.33059796,3.387382351,0.247479574,0.321138277,0.426863142,0.749428756,0.314,0,0.3,0.7,177.3,19918,106.1451338,19918,C/OF/DH,-1.338203129,-0.902750866,0.313378401,-1.242122191,-0.492004086,-0.456190466,-4.117892336,-2.195826667,5.457564532,1.776266113,0.906225041,1.592902224,1.687408245,-0.229140882,-0.276096207
Evan Longoria,SFG,107,562,509.8951036,126.7848686,25.04779793,2.367509146,18.81516104,62.7696417,74.11671137,37.86054839,108.3229285,5.851236313,2.630475676,1.196273257,0.248424956,0.308414973,0.421025107,0.728184105,0.301,0.8,-0.6,0.7,486.3,9368,132.3409182,9368,3B,-0.843421799,-0.397717276,-0.666298201,-0.005152531,-0.984878936,-0.682600226,-3.580068969,-2.247527264,5.18944066,2.066033737,1.219231769,0.369803127,2.509217784,-0.548266053,-0.426579704
Andres Gimenez,CLE,92,499,450.8951036,114.7848686,22.04779793,4.367509146,11.81516104,59.7696417,51.11671137,29.86054839,98.32292846,10.85123631,19.63047568,9.196273257,0.253402456,0.315747926,0.403647515,0.717980895,0.299,0.9,0,0.9,178.6,19950,117.3409182,19950,2B/3B/SS,-1.012027578,-1.12960247,1.247985495,-1.177180353,-0.693774654,-0.836067453,-3.600667014,-2.268125309,6.300666729,1.967290124,0.765628297,2.759733287,1.730553864,-0.357762262,-0.564776581
Yoshitomo Tsutsugo,TBR,71,408,354.6926121,85.08395007,16.66485638,1.409728542,16.98484727,51.96600523,54.84228576,44.6475609,102.0854573,1.869385391,1.330597961,0.387382351,0.238385035,0.331990904,0.443118456,0.77663465,0.326,-0.1,-0.2,0.8,530.6,27459,98.1451338,27459,3B/OF/DH,-1.450606982,-0.589085783,-0.812670831,-0.987333534,-0.239270461,-0.247253792,-4.326221383,-2.404155714,4.68612563,1.710437038,1.100626529,0.187060953,1.85668301,-0.053304815,-0.115377085
Travis Shaw,MIL,81,450,390.8951036,91.78486861,19.04779793,0.367509146,19.81516104,53.7696417,59.11671137,49.86054839,105.3229285,3.851236313,2.630475676,1.196273257,0.234001834,0.327371589,0.437800244,0.763603259,0.32,0.2,-0.5,0.8,554.1,11982,106.3409182,11982,1B/3B,-1.349239137,-0.293162248,-0.666298201,-0.769518502,-0.365193015,-0.332613927,-3.77602503,-2.443483325,5.114920735,1.769802898,1.284032265,0.369803127,2.001393488,-0.134122638,-0.175988405
David Bote,CHC,87,478,417.8951036,99.78486861,20.04779793,2.367509146,16.81516104,56.7696417,63.11671137,46.86054839,116.3229285,5.851236313,4.630475676,2.196273257,0.238395032,0.326324717,0.419272196,0.744120223,0.312,-0.5,0.2,0.6,535.3,14593,112.3409182,14593,2B/3B,-1.180633358,-0.606827331,-0.441088355,-0.565687576,-0.411002753,-0.583149639,-3.788389013,-2.455847308,5.214874039,1.868546511,1.089630777,0.650971381,2.136813301,-0.160177922,-0.370910009
Maikel Franco,,86,471,425.8951036,108.7848686,23.04779793,1.367509146,18.81516104,53.7696417,65.11671137,36.86054839,70.32292846,1.851236313,1.630475676,0.196273257,0.254214067,0.316936762,0.443843121,0.759281246,0.31,-2.2,-0.3,0.5,498.2,12179,111.3409182,12179,3B/DH,-1.349239137,-0.397717276,-0.778903124,-0.463772114,-0.628543732,-0.285443712,-3.903619095,-2.57107739,4.974352083,1.769802898,1.219231769,0.229219,2.204523207,-0.318398719,-0.130026071
Matt Carpenter,STL,87,478,403.8951036,91.78486861,21.04779793,1.367509146,16.81516104,60.7696417,55.11671137,60.86054839,113.3229285,6.851236313,2.630475676,1.196273257,0.226533107,0.339768232,0.408201067,0.746492608,0.317,-2.2,-0.8,0.6,578.2,8090,112.3409182,8090,3B/DH,-0.955825652,-0.606827331,-0.666298201,-0.973349427,-0.08684554,-0.695889815,-3.985035966,-2.652494261,4.933236354,2.000204662,1.089630777,0.369803127,1.865973676,0.072817565,-0.465193453
Kevin Pillar,NYM,76,429,395.6926121,104.0839501,22.66485638,2.409728542,12.98484727,52.96600523,52.84228576,21.6475609,75.08545731,4.869385391,8.330597961,3.387382351,0.260508378,0.311236104,0.433094009,0.74578074,0.308,0.5,0.6,0.5,471.8,12434,103.1451338,12434,OF,-1.394405055,-1.007305894,-0.024436369,-1.089248997,-0.698951691,-0.391477731,-4.605825736,-2.683760066,4.942142168,1.743351575,0.841424544,1.171149842,1.788973104,-0.38048615,-0.222270748
Chad Pinder,OAK,86,471,423.8951036,105.7848686,23.04779793,1.367509146,17.81516104,56.7696417,62.11671137,34.86054839,105.3229285,5.851236313,1.630475676,1.196273257,0.248700266,0.316149076,0.439117006,0.753767445,0.313,-2.7,-0.7,0.8,561.3,15191,111.3409182,15191,2B/3B,-1.180633358,-0.502272303,-0.778903124,-0.616645308,-0.647258691,-0.343246068,-4.068958852,-2.736417147,4.846431712,1.868546511,1.154431273,0.229219,2.102958348,-0.331860779,-0.17686264
Ryan Braun,,63,373,337.6926121,85.08395007,18.66485638,2.409728542,13.98484727,45.96600523,52.84228576,24.6475609,78.08545731,4.869385391,4.330597961,1.387382351,0.251783094,0.316713911,0.454201957,0.772584283,0.321,-0.2,-0.2,0.2,598.1,3410,90.1451338,3410,OF/DH,-1.78781854,-0.902750866,-0.474856062,-1.089248997,-0.509166958,-0.125570976,-4.889412398,-2.967346729,4.538495362,1.512949812,0.906225041,0.608813334,1.788973104,-0.257917837,-0.020548091
Tim Locastro,ARI,71,408,358.6926121,91.08395007,19.66485638,2.409728542,7.984847271,51.96600523,39.84228576,26.6475609,79.08545731,15.86938539,14.33059796,2.387382351,0.252728172,0.336520316,0.403108652,0.741154258,0.316,-1.7,1.4,0.6,567.4,15124,98.1451338,15124,OF,-1.450606982,-1.530081033,0.651193171,-1.751699505,-0.146048779,-0.673188473,-4.9004316,-2.978365931,5.146567252,1.710437038,0.517422064,2.014654605,1.348858714,0.014214531,-0.459019699
Garrett Hampson,COL,78,436,391.6926121,99.08395007,16.66485638,4.409728542,9.984847271,51.96600523,42.84228576,32.6475609,104.0854573,1.869385391,15.33059796,4.387382351,0.252874069,0.318055708,0.402973234,0.722456278,0.301,-0.3,1.2,-0.2,260.9,19262,105.1451338,19262,2B/OF,-1.450606982,-1.320970977,0.763798094,-1.59882631,-0.559801673,-0.735613435,-4.902021283,-2.979955614,5.18455324,1.710437038,0.647023056,2.155238732,1.450423573,-0.278095616,-0.500473543
Josh Reddick,,87,478,430.6926121,112.0839501,19.66485638,2.409728542,12.98484727,55.96600523,53.84228576,37.6475609,81.08545731,1.869385391,4.330597961,1.387382351,0.257805636,0.322356253,0.411322866,0.735771836,0.307,-0.9,-0.4,0.2,597.1,3892,114.1451338,3892,OF,-1.225799276,-1.007305894,-0.474856062,-1.038291265,-0.506692491,-0.701630426,-4.954575414,-3.032509744,4.423570597,1.842095188,0.841424544,0.608813334,1.822828057,-0.228957132,-0.462633395
David Fletcher,LAA,147,637,581,162,32,3,8,77,53,45,70,3,8,3,0.279,0.333,0.385,0.718,0.309,3,-0.1,2.1,233.2,17992,147,17992,2B/3B/SS,-0.043648248,-1.528496739,-0.061663327,-1.081212237,-0.321692265,-1.393492996,-4.430205811,-3.097664106,4.945610361,2.534419402,0.518403968,1.124673017,1.794312512,-0.058275294,-0.967923244
Asdrubal Cabrera,ARI,78,436,388.8951036,99.78486861,21.04779793,2.367509146,14.81516104,51.7696417,60.11671137,37.86054839,79.32292846,2.851236313,1.630475676,0.196273257,0.255001893,0.326741318,0.441069059,0.766191437,0.32,-2,-1,0.3,503.2,4962,103.3409182,4962,1B/3B/DH,-1.46164299,-0.815937387,-0.778903124,-0.71856077,-0.368771578,-0.293478004,-4.437293854,-3.104752149,4.643398573,1.703973823,0.960029785,0.229219,2.035248441,-0.140158149,-0.144914326
Brett Gardner,NYY,65,380,330.6926121,80.08395007,14.66485638,2.409728542,11.98484727,49.96600523,44.84228576,38.6475609,82.08545731,3.869385391,6.330597961,2.387382351,0.240771301,0.331327076,0.4262535,0.759218256,0.321,0.1,0.2,0.8,574.8,9927,92.1451338,9927,OF,-1.563010835,-1.111860922,-0.249646215,-1.496910848,-0.23795289,-0.395805592,-5.0551873,-3.133121631,4.528888209,1.644607962,0.776624048,0.889981588,1.518133479,-0.059044341,-0.241414528
Yoenis Cespedes,,62,366,330.023787,76.53193332,14.60586905,1.413132734,15.54737609,41.91157797,47.51921239,26.27760521,103.1515033,3.838191044,2.942541918,1.416823113,0.230842986,0.294623769,0.43541623,0.729696937,0.299,0,-0.2,-0.3,596.2,13110,89.26311221,13110,DH,-2.015685163,-0.739380622,-0.631158006,-1.36050074,-0.908106304,-0.30584058,-5.960671415,-3.173779398,3.690834281,1.379500213,1.007477683,0.413674687,1.608760705,-0.550035656,-0.16854335
Yusniel Diaz,BAL,78,436,387.6926121,96.08395007,18.66485638,3.409728542,12.98484727,50.96600523,50.84228576,38.6475609,95.08545731,2.869385391,5.330597961,4.387382351,0.245167647,0.321908919,0.416844793,0.740181049,0.31,-1.1,-1.3,0.1,999,sa912848,105.1451338,sa912848,OF,-1.506808908,-1.007305894,-0.362251138,-1.191164459,-0.475054689,-0.569603498,-5.112188586,-3.190122917,4.404949233,1.6775225,0.841424544,0.749397461,1.721263198,-0.216902199,-0.367756272
Victor Reyes,DET,81,450,416.6926121,112.0839501,20.66485638,3.409728542,9.984847271,54.96600523,44.84228576,22.6475609,91.08545731,2.869385391,11.33059796,4.387382351,0.267717987,0.314009531,0.411902955,0.727295416,0.301,2.4,0.2,0.5,226.6,15487,108.1451338,15487,OF,-1.282001202,-1.320970977,0.313378401,-1.496910848,-0.668512864,-0.672073305,-5.127090794,-3.205025125,4.771794251,1.809180651,0.647023056,1.592902224,1.518133479,-0.352806833,-0.442638327
Marwin Gonzalez,BOS,78,436,388.6926121,99.08395007,20.66485638,1.409728542,12.98484727,49.96600523,53.84228576,35.6475609,90.08545731,4.869385391,2.330597961,1.387382351,0.252874069,0.32576213,0.422239289,0.750199398,0.314,0.1,-0.4,0.6,486.1,5497,105.1451338,5497,1B/2B/3B/OF,-1.563010835,-1.007305894,-0.700065908,-1.038291265,-0.390307705,-0.509199152,-5.208180759,-3.28611509,4.161979166,1.644607962,0.841424544,0.32764508,1.822828057,-0.155708782,-0.318817696
Jake Marisnick,CHC,65,380,343.6926121,81.08395007,17.66485638,2.409728542,13.98484727,48.96600523,46.84228576,24.6475609,104.0854573,4.869385391,7.330597961,3.387382351,0.235613406,0.301116549,0.427727184,0.730481414,0.299,0,0.3,0.2,600,11339,92.1451338,11339,OF,-1.619212761,-0.902750866,-0.137041292,-1.394995385,-0.81705728,-0.395967994,-5.267025578,-3.344959908,4.416159409,1.611693425,0.906225041,1.030565715,1.585843386,-0.479773948,-0.238394209
Austin Slater,SFG,63,373,324.6926121,82.08395007,16.66485638,2.409728542,9.984847271,45.96600523,41.84228576,36.6475609,92.08545731,5.869385391,8.330597961,2.387382351,0.251783094,0.341598629,0.417606782,0.760873827,0.324,0.1,0.5,0.6,508.6,16153,90.1451338,16153,OF/DH,-1.78781854,-1.320970977,-0.024436369,-1.649784042,-0.040939871,-0.471641603,-5.295591402,-3.373525733,4.525733648,1.512949812,0.647023056,1.171149842,1.41656862,0.082519452,-0.304477135
Jake Bauers,CLE,65,380,330.6926121,78.08395007,17.66485638,1.409728542,11.98484727,45.96600523,44.84228576,39.6475609,93.08545731,2.869385391,7.330597961,3.387382351,0.234139722,0.326906023,0.412990342,0.740797204,0.312,0.4,0,0.2,589,15194,92.1451338,15194,OF,-1.78781854,-1.111860922,-0.137041292,-1.496910848,-0.322699874,-0.525168017,-5.381499492,-3.459433823,4.371236271,1.512949812,0.776624048,1.030565715,1.518133479,-0.120614528,-0.346422256
Edwin Encarnacion,,49,310,272.023787,61.53193332,11.60586905,0.413132734,14.54737609,38.91157797,42.51921239,28.27760521,76.15150334,4.838191044,0.942541918,0.416823113,0.222911397,0.305620321,0.442175291,0.748926061,0.314,0,-0.6,-0.1,583.7,2151,76.26311221,2151,DH,-2.184290943,-0.84393565,-0.856367852,-1.615289397,-0.602500692,-0.199912214,-6.302296748,-3.515404731,3.356973302,1.2807566,0.942677187,0.132506433,1.439485939,-0.342865233,-0.095587624
Jordan Luplow,CLE,58,352,307.6926121,75.08395007,16.66485638,2.409728542,11.98484727,43.96600523,44.84228576,34.6475609,79.08545731,3.869385391,4.330597961,2.387382351,0.243059927,0.332864457,0.437569119,0.772201527,0.326,2.1,-0.3,0.7,999,16424,85.1451338,16424,OF,-1.900222393,-1.111860922,-0.474856062,-1.496910848,-0.195674275,-0.26639741,-5.44592191,-3.523856241,4.174052559,1.447120736,0.776624048,0.608813334,1.518133479,-0.034968495,-0.141670544
Dustin Fowler,PIT,75,422,388.6926121,97.08395007,18.66485638,3.409728542,12.98484727,47.96600523,50.84228576,23.6475609,103.0854573,2.869385391,7.330597961,3.387382351,0.247462309,0.30067367,0.420190355,0.722338714,0.295,-0.8,-0.2,-0.2,600.1,17098,102.1451338,17098,OF,-1.675414688,-1.007305894,-0.137041292,-1.191164459,-0.912961545,-0.532688496,-5.456576373,-3.534510704,4.297113223,1.578778887,0.841424544,1.030565715,1.721263198,-0.537170571,-0.337748551
Adam Haseley,PHI,79,443,395.6926121,100.0839501,19.66485638,1.409728542,10.98484727,49.96600523,51.84228576,32.6475609,95.08545731,5.869385391,5.330597961,2.387382351,0.251359129,0.32029862,0.398896907,0.72060031,0.3,-0.2,0,0.1,597.6,19878,106.1451338,19878,OF,-1.563010835,-1.216415949,-0.362251138,-1.140206728,-0.518110686,-0.790579782,-5.590575119,-3.668509449,4.071123414,1.644607962,0.711823552,0.749397461,1.755118151,-0.246180245,-0.543643467
Michael A. Taylor,KCR,71,408,369.6926121,87.08395007,21.66485638,1.409728542,11.98484727,46.96600523,44.84228576,28.6475609,110.0854573,2.869385391,11.33059796,3.387382351,0.233855623,0.298775218,0.406128259,0.706428768,0.287,0.6,0.5,0.3,556.1,11489,98.1451338,11489,OF,-1.731616614,-1.111860922,0.313378401,-1.496910848,-0.922896132,-0.660550144,-5.610456258,-3.688390589,4.439221252,1.545864349,0.776624048,1.592902224,1.518133479,-0.548446686,-0.445856163
Nick Markakis,,86,471,421.6926121,110.0839501,26.66485638,1.409728542,8.984847271,53.96600523,53.84228576,38.6475609,79.08545731,2.869385391,2.330597961,1.387382351,0.260121219,0.329495305,0.403584564,0.734401141,0.309,-1.9,-1,-0.1,600.2,5930,113.1451338,5930,OF,-1.338203129,-1.425526005,-0.700065908,-1.038291265,-0.330159994,-0.783457585,-5.615703886,-3.693638216,3.874477562,1.776266113,0.58222256,0.32764508,1.822828057,-0.103765087,-0.530719162
Joey Wendle,TBR,91,492,445.8951036,114.7848686,25.04779793,3.367509146,9.815161041,55.7696417,51.11671137,29.86054839,88.32292846,8.851236313,10.63047568,4.196273257,0.255798426,0.316640681,0.396670955,0.711080217,0.295,1.6,0.4,1,345.4,13853,116.3409182,13853,2B/3B/SS,-1.236835284,-1.338712526,0.234541185,-1.177180353,-0.662371367,-0.918676614,-5.099234959,-3.766693254,4.727296084,1.835631974,0.636027304,1.494476143,1.730553864,-0.33711004,-0.632283162
Anthony Alford,PIT,75,422,378.6926121,86.08395007,17.66485638,2.409728542,9.984847271,46.96600523,42.84228576,30.6475609,117.0854573,4.869385391,16.33059796,5.387382351,0.226860413,0.298384571,0.37822353,0.67808279,0.278,-1.4,0.8,-0.3,581.3,14329,102.1451338,14329,OF,-1.731616614,-1.320970977,0.876403018,-1.59882631,-0.961691061,-0.988021482,-5.724723427,-3.802657758,4.659020899,1.545864349,0.647023056,2.295822859,1.450423573,-0.572410697,-0.707702242
Phillip Evans,PIT,63,373,334.023787,84.53193332,16.60586905,1.413132734,10.54737609,41.91157797,39.51921239,29.27760521,70.15150334,4.838191044,2.942541918,2.416823113,0.251245397,0.319421714,0.41185614,0.731654367,0.31,0.3,-0.6,0.1,600.6,12950,90.26311221,,,-2.015685163,-1.262155761,-0.631158006,-1.768162591,-0.458217344,-0.541514575,-6.67689344,-3.890001423,3.234863852,1.379500213,0.683475203,0.413674687,1.33792108,-0.220873529,-0.358833801
Brad Miller,PHI,63,373,323.8951036,75.78486861,16.04779793,2.367509146,14.81516104,44.7696417,49.11671137,40.86054839,91.32292846,2.851236313,2.630475676,1.196273257,0.232313205,0.32534642,0.432410482,0.755864522,0.314,-0.8,-0.5,0.2,585.7,12775,88.34091822,12775,3B/DH,-1.855056476,-0.815937387,-0.666298201,-1.279095816,-0.34673897,-0.329091641,-5.29221849,-3.959676785,4.137561726,1.473572059,0.960029785,0.369803127,1.662843958,-0.139820133,-0.188867069
Isiah Kiner-Falefa,TEX,144,623,566,146,25,5,8,66,50,41,103,9,15,6,0.257,0.316,0.359,0.675,0.293,-4.2,0.3,0.2,309.9,16512,144,16512,3B/SS,-0.661869439,-1.528496739,0.726571136,-1.234085431,-0.849642792,-1.79185436,-5.339377624,-4.006835919,4.770177374,2.172359488,0.518403968,2.108761906,1.692747653,-0.435128339,-1.286967302
Matt Kemp,,45,296,268.023787,67.53193332,11.60586905,0.413132734,11.54737609,33.91157797,39.51921239,22.27760521,73.15150334,1.838191044,1.942541918,0.416823113,0.248542341,0.307636147,0.440480879,0.748591483,0.311,0,-0.3,-0.1,999,5631,72.26311221,5631,DH,-2.465300575,-1.157600733,-0.743762929,-1.768162591,-0.546756367,-0.210538717,-6.892121912,-4.105229896,3.064466155,1.116183911,0.748275699,0.27309056,1.33792108,-0.30581793,-0.105187165
