Name,Team,W,L,SV,HLD,ERA,GS,G,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,ADP,playerid,GP,K,SVH,QS,IDFANGRAPHS,Position,K_z,ERA_z,WHIP_z,QS_z,W_z,SVH_z,z-score,FVARz,SGP,K_sgp,ERA_sgp,WHIP_sgp,QS_sgp,W_sgp,SVH_sgp
Jose Urquidy,HOU,10.00677937,8.788616785,0,0,4.613174473,31.31518254,26,179,164.830195,84.49390435,31.33917884,134,46.36135892,1.313380699,8.23485196,2.622522462,4.742855932,1.4,201.9,18413,32.00504915,160.8393242,0.078348466,12.08446203,18413,SP,0.804856778,-0.869940893,-0.385851428,0.186808382,0.32254033,-0.505200177,-0.446787008,-0.99217353,4.501470006,1.601531697,-0.56563261,-0.092125952,1.822438713,1.729184713,0.006073444
Kevin Ginkel,ARI,3.239320657,3,1.095274605,12.55191874,3.94156392,0.867737507,52,62,48.44677816,26.04307968,7.517069588,67,26.68501623,1.302374834,11.36591015,4.116435581,4.010550067,0.4,597.9,19876,61.02979763,78.74919442,15.1029536,0.158867639,19876,RP,-0.645081416,0.014168617,-0.141990696,-1.783134548,-1.226260148,1.051653862,-2.730644329,-0.99244474,2.594184793,0.784132435,0.07171136,-0.016132526,0.023958579,0.559758895,1.17075605
Tanner Scott,BAL,3.047864131,3,3.219054921,12.10528911,3.628729117,0.173547501,63,65,52.88935563,25.40861594,6.103413918,76,33.33700325,1.355017875,10.81237472,4.708666752,3.870595835,1.1,581.5,17586,64.80595953,78.34983888,15.62059072,0.031773528,17586,RP,-0.652135136,0.183355103,-0.295761462,-1.804128734,-1.270076886,1.105291574,-2.733455541,-0.995255952,2.628130801,0.780155917,0.21155359,-0.105927801,0.004791716,0.526674954,1.210882426
Codi Heuer,CHW,4.191456526,3,0.876219684,13.29807953,3.910608776,0.694190006,57,65,57.55742253,26.63446375,7.41365567,54,22.34801299,1.30609302,8.655019516,3.280447801,4.112598409,0.4,999,23293,64.2238381,63.39935554,15.48236288,0.127094111,23293,RP,-0.916201923,0.03323973,-0.15660851,-1.788383095,-1.008354351,1.090968364,-2.745339785,-1.007140195,2.640303518,0.631288884,0.088566236,-0.023174929,0.019166863,0.724289232,1.200167231
Garrett Richards,BOS,10.00677937,7.788616785,0,0,4.422705127,28.31518254,23,162,141.830195,72.49390435,21.33917884,129,53.36135892,1.356752948,8.799239894,3.320818721,4.327483801,1.8,446.1,9784,29.00504915,155.8393242,0.078348466,12.08446203,9784,SP,0.716542982,-0.538244231,-0.662208465,0.186808382,0.32254033,-0.505200177,-0.47976118,-1.025147702,4.532066847,1.551745001,-0.319489041,-0.257885984,1.822438713,1.729184713,0.006073444
Luis Severino,NYY,8.00677937,4.788616785,0,0,3.844158527,20.31518254,15,115,90.83019501,42.49390435,14.33917884,93,28.36135892,1.232045283,9.596786619,2.654532376,3.890116482,1.9,444.4,15890,21.00504915,119.8393242,0.078348466,9.668462034,15890,SP,0.080683652,0.151629008,0.140495873,-0.212281337,-0.135179634,-0.505200177,-0.479852616,-1.025239138,4.419438843,1.193280793,0.202550956,0.17586603,1.458085553,1.383582067,0.006073444
Steven Matz,TOR,10.00677937,8.788616785,0,0,4.496038461,28.31518254,23,162,143.830195,73.49390435,24.33917884,127,50.36135892,1.339877948,8.723302394,3.118318721,4.538421301,1.6,554.2,13361,29.00504915,153.8393242,0.078348466,12.08446203,13361,SP,0.681217464,-0.635578219,-0.542587221,0.186808382,0.32254033,-0.505200177,-0.492799441,-1.038185963,4.503971521,1.531830323,-0.395285231,-0.190270441,1.822438713,1.729184713,0.006073444
Darren O'Day,NYY,3.239320657,2,1.095274605,12.52644557,4.065953277,0.867737507,55,65,53.44677816,28.04307968,8.517069588,61,22.68501623,1.259746508,10.00594041,3.352044824,4.288661398,0.3,600.5,3321,64.02979763,72.74919442,15.1029536,0.158867639,3321,RP,-0.751057971,-0.049489183,-0.024788927,-1.783134548,-1.226260148,1.051653862,-2.783076915,-1.044877326,2.55486642,0.724388401,0.020787633,0.055216863,0.023958579,0.559758895,1.17075605
Zach Davies,CHC,12.00677937,10.78861678,0,0,4.543569635,33.31518254,28,190,186.830195,88.49390435,25.33917884,119,55.36135892,1.3990753,6.986972999,2.903896339,4.59325859,1.7,253.6,13183,34.00504915,145.8393242,0.078348466,14.50046203,13183,SP,0.53991539,-0.812634449,-1.118424913,0.585898102,0.780260294,-0.505200177,-0.530185753,-1.075572275,4.711659683,1.45217161,-0.51388064,-0.494283963,2.186791874,2.074787359,0.006073444
Danny Duffy,KCR,11.00677937,10.78861678,0,0,4.693926759,33.31518254,28,188,173.830195,91.49390435,28.33917884,143,61.36135892,1.373195257,8.231348898,3.22319814,4.661453623,1.8,526.5,3542,34.00504915,169.8393242,0.078348466,13.29246203,3542,SP,0.963821611,-1.03608921,-0.894368856,0.386353242,0.551400312,-0.505200177,-0.534083079,-1.079469601,4.546042668,1.691147749,-0.68697023,-0.370809624,2.004615294,1.901986036,0.006073444
Dylan Cease,CHW,11.00677937,9.788616785,0,0,4.492738191,29.31518254,24,171,147.830195,78.49390435,23.33917884,142,73.36135892,1.433017742,9.037930645,4.190782062,4.63610393,1.5,383.9,18525,30.00504915,168.8393242,0.078348466,13.29246203,18525,SP,0.946158851,-0.664082514,-1.266400701,0.386353242,0.551400312,-0.505200177,-0.551770987,-1.097157509,4.590060382,1.68119041,-0.411753433,-0.592051369,2.004615294,1.901986036,0.006073444
Matt Andriese,BOS,4.119660329,3,0.547637303,16.8786074,4.534899716,0.433868754,60,65,62.22338908,32.02153984,9.258534794,60,21.84250812,1.348078486,9.028182363,3.160738299,4.419282892,0.3,600,12022,64.51489881,65.87459721,18.5514768,0.079433819,12022,RP,-0.872482326,-0.299227209,-0.276024328,-1.796255914,-1.024785627,1.408990858,-2.859784546,-1.121584956,2.539868184,0.655935705,-0.183819121,-0.094190324,0.011979289,0.711882755,1.43807988
Nick Wittgren,CLE,3.047864131,3,4.219054921,13.07451988,4.258729117,0.173547501,63,65,60.88935563,30.40861594,10.10341392,65,21.33700325,1.287107427,9.347449346,3.030308543,4.38477494,0.3,533.2,15594,64.80595953,67.34983888,17.62059072,0.031773528,15594,RP,-0.846425487,-0.152152203,-0.102609345,-1.804128734,-1.270076886,1.312532167,-2.862860488,-1.124660899,2.513626124,0.670625186,-0.063322695,0.008937836,0.004791716,0.526674954,1.365919127
Wander Suero,WSN,4.239320657,3,1.095274605,12.53467128,4.156515047,0.867737507,54,64,56.44677816,28.04307968,7.517069588,55,22.68501623,1.320148488,9.305209876,3.385991376,4.201346011,0.3,999,15855,63.02979763,66.74919442,15.1029536,0.158867639,15855,RP,-0.857034526,-0.096818825,-0.194460104,-1.783134548,-0.997400167,1.051653862,-2.877194307,-1.138994717,2.527220587,0.664644366,-0.018447336,-0.046251289,0.023958579,0.732560218,1.17075605
Jesse Hahn,KCR,3.215388592,3,8.985747145,9.889185626,4.175127181,0.780963756,56,65,57.00210034,28.83877171,6.465362629,53,27.51651461,1.392403909,8.67204024,4.085311157,4.223778978,0.3,596.5,13287,64.12681787,63.57427498,19.79265824,0.142980875,13287,RP,-0.913112363,-0.107629885,-0.402095493,-1.785758821,-1.231737241,1.537602447,-2.902731355,-1.164531766,2.548501165,0.633030616,-0.026846203,-0.169163588,0.021562721,0.555623402,1.534294218
Tim Hill,SDP,3.239320657,2,1.095274605,10.87449939,3.522209081,0.867737507,52,62,52.44677816,23.04307968,5.517069588,50,20.68501623,1.259319279,8.834243484,3.195046692,3.778050067,0.3,999,16814,61.02979763,61.74919442,13.1029536,0.158867639,16814,RP,-0.945348322,0.227189129,-0.025183282,-1.783134548,-1.226260148,0.844413269,-2.908323903,-1.170124314,2.514255855,0.61485767,0.246517598,0.053443765,0.023958579,0.559758895,1.015719349
Rick Porcello,,10.00677937,8.788616785,0,0,4.527363941,28.31518254,23,160,149.830195,73.49390435,25.33917884,114,38.36135892,1.323139821,8.015968735,2.47819576,4.562720473,1.8,589.8,2717,29.00504915,140.8393242,0.078348466,12.08446203,2717,SP,0.451601594,-0.669280863,-0.419423999,0.186808382,0.32254033,-0.505200177,-0.632954734,-1.178341256,4.41546055,1.402384914,-0.422814591,-0.121806643,1.822438713,1.729184713,0.006073444
Paul Fry,BAL,3.215388592,3,1.985747145,12.47380101,3.864973334,0.780963756,56,65,55.00210034,26.83877171,6.465362629,59,27.51651461,1.34848499,9.541634835,4.041392238,4.127157356,0.6,999,15832,64.12681787,69.57427498,15.79265824,0.142980875,15832,RP,-0.807135808,0.057542943,-0.277180514,-1.785758821,-1.231737241,1.123121261,-2.92114818,-1.182948591,2.5077812,0.692774651,0.108477506,-0.094877896,0.021562721,0.555623402,1.224220816
Keone Kela,SDP,3.239320657,2,1.095274605,7.744795591,3.344017834,0.867737507,44,54,38.44677816,18.04307968,5.517069588,57,18.68501623,1.165171689,11.39571142,3.461927528,3.535618825,0.2,583,14696,53.02979763,68.74919442,9.102953598,0.158867639,14696,RP,-0.821709007,0.271643505,0.192985035,-1.783134548,-1.226260148,0.429932083,-2.936543082,-1.198343492,2.434362712,0.684559044,0.280610276,0.179829972,0.023958579,0.559758895,0.705645947
Jonathan Loaisiga,NYY,3.239320657,2,1.095274605,10.90364937,3.828949384,0.867737507,50,60,50.44677816,24.04307968,7.517069588,56,19.68501623,1.250442687,10.12493616,3.160048026,3.992851497,0.3,580,19753,59.02979763,67.74919442,13.1029536,0.158867639,19753,RP,-0.839371767,0.067804382,-0.002951386,-1.783134548,-1.226260148,0.844413269,-2.939500198,-1.201300608,2.454660832,0.674601705,0.114950339,0.065671965,0.023958579,0.559758895,1.015719349
Brad Keller,KCR,12.00677937,11.78861678,0,0,4.519157451,33.31518254,28,192,180.830195,89.49390435,22.33917884,119,67.36135892,1.416380928,6.906639909,3.45719457,4.576742747,1.7,355.5,15734,34.00504915,145.8393242,0.078348466,14.50046203,15734,SP,0.53991539,-0.782372905,-1.274973782,0.585898102,0.780260294,-0.505200177,-0.656473078,-1.2018596,4.650582873,1.45217161,-0.489314151,-0.579927261,2.186791874,2.074787359,0.006073444
Jonathan Hernandez,TEX,4.047864131,4,6.219054921,13.07451988,4.452575271,0.173547501,63,65,61.88935563,31.40861594,8.103413918,62,29.33700325,1.41322683,8.901180689,4.058666752,4.50119285,0.6,424.5,17464,64.80595953,64.34983888,19.62059072,0.031773528,17464,RP,-0.899413765,-0.25538522,-0.461320419,-1.804128734,-1.041216904,1.51977276,-2.941692282,-1.203492692,2.513692914,0.640753169,-0.147900013,-0.204384061,0.004791716,0.699476277,1.520955828
Ryan Tepera,CHC,3.239320657,3,2.095274605,13.37842128,4.122765047,0.867737507,54,64,53.44677816,28.04307968,7.517069588,57,26.68501623,1.354743082,9.521426093,4.017342727,4.391616281,0.1,600.5,10291,63.02979763,68.74919442,17.1029536,0.158867639,10291,RP,-0.821709007,-0.079121736,-0.291340909,-1.783134548,-1.226260148,1.258894455,-2.942671894,-1.204472305,2.486232398,0.684559044,-0.003940577,-0.103896293,0.023958579,0.559758895,1.325792751
Joely Rodriguez,TEX,3.047864131,3,4.219054921,12.10528911,3.997036809,0.173547501,63,65,58.88935563,28.40861594,7.103413918,66,26.33700325,1.33561489,9.405658301,3.728816005,3.977312253,0.9,592.1,11487,64.80595953,68.34983888,16.62059072,0.031773528,11487,RP,-0.828762728,-0.01278763,-0.240575143,-1.804128734,-1.270076886,1.20891187,-2.94741925,-1.20921966,2.478197609,0.680582525,0.050856685,-0.073109048,0.004791716,0.526674954,1.288400776
Aaron Loup,NYM,3.239320657,2,1.095274605,10.93480969,3.57684419,0.867737507,48,58,48.44677816,21.04307968,5.517069588,50,18.68501623,1.258691001,9.433022513,3.185049438,3.915582424,0.3,999,10343,57.02979763,61.74919442,13.1029536,0.158867639,10343,RP,-0.945348322,0.184035406,-0.025734749,-1.783134548,-1.226260148,0.844413269,-2.952029093,-1.213829503,2.475109325,0.61485767,0.209759436,0.051055397,0.023958579,0.559758895,1.015719349
Joe Kelly,LAD,3.239320657,2,1.095274605,11.71320906,3.673176823,0.867737507,52,62,50.44677816,24.04307968,5.517069588,56,26.68501623,1.328208168,9.72979904,4.10782447,3.872772289,0.3,600,9761,61.02979763,67.74919442,14.1029536,0.158867639,9761,RP,-0.839371767,0.150501744,-0.212075144,-1.783134548,-1.226260148,0.948033565,-2.962306298,-1.224106708,2.47726593,0.674601705,0.183587353,-0.057878301,0.023958579,0.559758895,1.093237699
Seth Lugo,NYM,3.239320657,3,1.095274605,7.519660676,3.70672521,2.867737507,45,62,51.44677816,24.04307968,8.517069588,58,14.68501623,1.147374834,10.06563237,2.333935581,3.864161178,0.2,504.7,12447,54.02979763,69.74919442,9.102953598,0.158867639,12447,RP,-0.804046248,0.133460103,0.278515993,-1.783134548,-1.226260148,0.429932083,-2.971532766,-1.233333176,2.387824778,0.694516383,0.169602854,0.234342121,0.023958579,0.559758895,0.705645947
Yusmeiro Petit,OAK,4,3,0,14,4.24,0,66,66,64,31,11,57,15,1.21,7.84,2.1,4.43,0.2,594.5,4020,66,57,14,0,4020,RP,-1.029232199,-0.143761133,0.119395555,-1.809377281,-1.052171088,0.937365483,-2.977780663,-1.239581073,2.42948869,0.567568331,-0.055969385,0.141427547,0,0.691205291,1.085256906
Tyler Clippard,ARI,3.023932066,4,3.109527461,14.02187533,4.510672251,0.086773751,64,65,59.44467782,32.20430797,12.05170696,68,22.16850162,1.278683315,9.624462926,3.138489942,4.63848425,0.2,597.1,5640,64.90297976,69.17491944,17.31029536,0.015886764,5640,RP,-0.814189529,-0.286324841,-0.078649335,-1.806753007,-1.275553978,1.28037927,-2.98109142,-1.242891831,2.405537211,0.688798132,-0.173248398,0.023186615,0.002395858,0.522539461,1.341865542
Sergio Romo,OAK,3.119660329,4,3.547637303,14.10937663,4.451822793,0.433868754,60,65,61.22338908,31.02153984,10.25853479,59,21.84250812,1.320221343,8.916753792,3.132881156,4.614282892,0.1,581.5,9817,64.51489881,64.87459721,18.5514768,0.079433819,9817,RP,-0.890145085,-0.254984487,-0.196792542,-1.796255914,-1.253645609,1.408990858,-2.982832778,-1.244633189,2.440475297,0.645978366,-0.147571698,-0.047071971,0.011979289,0.539081432,1.43807988
Brandon Kintzler,PHI,4.215388592,3,3.985747145,11.61226255,4.157896411,0.780963756,56,65,61.00210034,28.83877171,7.465362629,44,20.51651461,1.339701206,7.354472673,3.048824671,4.434589788,0.2,484.9,9939,64.12681787,54.57427498,16.79265824,0.142980875,9939,RP,-1.072077196,-0.098453617,-0.252197518,-1.785758821,-1.002877259,1.226741558,-2.984622853,-1.246423263,2.495792199,0.543414564,-0.019328219,-0.080020758,0.021562721,0.728424725,1.301739166
Domingo German,NYY,9.00677937,6.788616785,0,0.776119403,4.453121124,21.31518254,26,134,112.830195,59.49390435,21.33917884,110,39.36135892,1.3088815,9.361183291,3.026446308,4.490102987,1.3,327.8,17149,32.00504915,136.8393242,1.078348466,10.87646203,17149,SP,0.380950558,-0.485395346,-0.277161917,-0.012736477,0.093680348,-0.401579881,-0.702242715,-1.247629238,4.292866829,1.362555558,-0.294481159,-0.055444887,1.640262133,1.55638339,0.083591794
Sam Selman,SFG,3.239320657,3,1.095274605,10.90364937,3.795616051,0.867737507,50,60,44.44677816,24.04307968,6.517069588,61,27.68501623,1.310442687,10.8277933,4.462905169,3.967137212,0.2,999,13397,59.02979763,72.74919442,13.1029536,0.158867639,,RP,-0.751057971,0.084190576,-0.160477304,-1.783134548,-1.226260148,0.844413269,-2.992326127,-1.254126538,2.423977344,0.724388401,0.128411453,-0.028259332,0.023958579,0.559758895,1.015719349
Austin Gomber,COL,7,8,0,0,4.85,23,23,128,130,69,21,127,56,1.45,8.89,3.94,4.8,1.5,567.3,16561,23,127,0,8.612,16561,RP,0.207160944,-0.881633116,-1.057762314,-0.386794225,-0.365591142,-0.513318669,-2.997938522,-1.259738932,2.653157487,1.26458207,-0.612010953,-0.507785064,1.298762175,1.20960926,0
Anthony Misiewicz,SEA,3.119660329,4,2.547637303,14.10937663,4.3595151,0.433868754,60,65,61.22338908,31.02153984,10.25853479,58,20.84250812,1.301649915,8.731039506,2.94716687,4.521425749,0.3,999,18152,64.51489881,63.87459721,17.5514768,0.079433819,,RP,-0.907807844,-0.205825907,-0.143971351,-1.796255914,-1.253645609,1.305370562,-3.002136063,-1.263936474,2.424686756,0.636021026,-0.107296785,-0.015659736,0.011979289,0.539081432,1.360561529
Noe Ramirez,CIN,3.119660329,3,0.547637303,15.95553048,4.497976639,0.433868754,60,65,59.22338908,32.02153984,11.25853479,65,23.84250812,1.320221343,9.743182363,3.430024013,4.669997177,0.3,599.3,12800,64.51489881,70.87459721,17.5514768,0.079433819,12800,RP,-0.78416853,-0.279563777,-0.196792542,-1.796255914,-1.253645609,1.305370562,-3.00505581,-1.26685622,2.402563524,0.7057224,-0.167709155,-0.047071971,0.011979289,0.539081432,1.360561529
Tyler Webb,STL,3.215388592,2,0.985747145,13.33533947,4.054511796,0.780963756,56,65,56.00210034,27.83877171,8.465362629,53,24.51651461,1.313349855,8.689607808,3.567067914,4.346751951,0.2,999,14974,64.12681787,63.57427498,15.79265824,0.142980875,14974,RP,-0.913112363,-0.043396007,-0.177248531,-1.785758821,-1.231737241,1.123121261,-3.028131702,-1.289932113,2.424767896,0.633030616,0.025779684,-0.035449343,0.021562721,0.555623402,1.224220816
Aaron Civale,CLE,10.00677937,9.788616785,0,0,4.607519004,29.31518254,24,170,162.830195,80.49390435,27.33917884,117,39.36135892,1.32248283,7.694670299,2.379285972,4.610084449,1.4,195.4,19479,30.00504915,143.8393242,0.078348466,12.08446203,19479,SP,0.504589872,-0.820298409,-0.437097947,0.186808382,0.32254033,-0.505200177,-0.74865795,-1.294044472,4.330401824,1.432256932,-0.533541533,-0.126010445,1.822438713,1.729184713,0.006073444
Richard Bleier,MIA,3.239320657,3,2.095274605,11.68029172,3.617491739,0.867737507,55,65,62.44677816,25.04307968,5.517069588,36,14.68501623,1.277079841,6.469940411,2.268711491,3.898661398,0.3,999,7803,64.02979763,47.74919442,15.1029536,0.158867639,7803,RP,-1.19262695,0.189339583,-0.074088705,-1.783134548,-1.226260148,1.051653862,-3.035116907,-1.296917317,2.47228381,0.475454922,0.216456588,0.025898776,0.023958579,0.559758895,1.17075605
Pedro Baez,HOU,4.023932066,3,1.109527461,15.00649071,4.461441482,0.086773751,64,65,58.44467782,32.20430797,11.05170696,64,26.16850162,1.32792574,9.063099289,3.709702063,4.707423644,0.2,588.8,5420,64.90297976,65.17491944,16.31029536,0.015886764,5420,RP,-0.884840566,-0.260106932,-0.218705523,-1.806753007,-1.046693996,1.176758973,-3.040341051,-1.302141461,2.399180763,0.648968776,-0.151768444,-0.060103403,0.002395858,0.695340784,1.264347192
Trevor Rogers,MIA,9.00677937,6.788616785,0,0,4.111565644,23.31518254,18,133,110.830195,53.49390435,16.33917884,102,44.36135892,1.341635375,8.846282575,3.434461316,4.236545337,1.3,999,22286,24.00504915,128.8393242,0.078348466,10.87646203,22286,SP,0.239648484,-0.109879272,-0.466147678,-0.012736477,0.093680348,-0.505200177,-0.760634773,-1.306021295,4.322941017,1.282896845,0.001749874,-0.164424669,1.640262133,1.55638339,0.006073444
Enoli Paredes,HOU,3.239320657,3,3.095274605,12.52644557,4.294414816,0.867737507,55,65,52.44677816,29.04307968,8.517069588,63,32.68501623,1.398413174,10.23127374,4.756044824,4.600661398,0,999,20447,64.02979763,74.74919442,17.1029536,0.158867639,20447,RP,-0.715732452,-0.171156668,-0.419187153,-1.783134548,-1.226260148,1.258894455,-3.056576515,-1.318376925,2.395592697,0.744303079,-0.078892778,-0.179327828,0.023958579,0.559758895,1.325792751
Michael Kopech,CHW,6,6,0,1,4.64,15,31,101,94,52,15,105,50,1.43,9.42,4.51,4.76,0.9,301.1,17282,31,105,1,7.404,17282,RP,-0.181419758,-0.530172316,-0.758579492,-0.586339084,-0.594451124,-0.409698372,-3.060660147,-1.322460558,2.571514455,1.045520609,-0.350112178,-0.354805859,1.116585595,1.036807937,0.07751835
Caleb Smith,ARI,10.00677937,9.788616785,0,0,4.764843454,29.31518254,24,171,145.830195,83.49390435,28.33917884,153,67.36135892,1.381972966,9.607930645,3.893020868,4.823268109,1.3,363.4,14875,30.00504915,179.8393242,0.078348466,12.08446203,14875,SP,1.140449202,-1.045307298,-0.884459126,0.186808382,0.32254033,-0.505200177,-0.785168688,-1.33055521,4.26400639,1.790721141,-0.707264351,-0.377147269,1.822438713,1.729184713,0.006073444
Josh Staumont,KCR,3.047864131,4,10.21905492,10.16682758,4.41380604,0.173547501,63,65,53.88935563,31.40861594,7.103413918,76,43.33700325,1.510241755,10.79297173,5.989263767,4.510894343,0.4,488.6,18335,64.80595953,78.34983888,20.62059072,0.031773528,18335,RP,-0.652135136,-0.234738617,-0.737252014,-1.804128734,-1.270076886,1.623393056,-3.07493833,-1.336738741,2.410634387,0.780155917,-0.13098455,-0.368477828,0.004791716,0.526674954,1.598474178
Ryan Helsley,STL,3.239320657,3,4.095274605,10.87449939,4.100918759,0.867737507,52,62,51.44677816,27.04307968,7.517069588,54,26.68501623,1.354041501,9.462854595,4.10782447,4.380827845,0.1,600.6,18138,61.02979763,65.74919442,16.1029536,0.158867639,18138,RP,-0.874697285,-0.066779178,-0.282159592,-1.783134548,-1.226260148,1.155274158,-3.077756593,-1.339557003,2.392339816,0.654687027,0.00528499,-0.099624075,0.023958579,0.559758895,1.2482744
Kyle Wright,ATL,11.00677937,7.788616785,0,0.801324503,4.569326031,24.31518254,27,151,134.830195,69.49390435,19.33917884,115,57.36135892,1.432246221,8.598364971,3.785012124,4.482800496,1.1,542.6,19665,33.00504915,141.8393242,1.078348466,13.29246203,19665,SP,0.469264353,-0.685756669,-1.120021759,0.386353242,0.551400312,-0.401579881,-0.800340401,-1.345726923,4.435731147,1.412342254,-0.441529302,-0.525274928,2.004615294,1.901986036,0.083591794
Chasen Shreve,PIT,3.239320657,2,1.095274605,11.71320906,4.075757468,0.867737507,52,62,49.44677816,26.04307968,8.517069588,62,26.68501623,1.336819279,10.63396571,4.211157803,4.311938956,0.1,999,10855,61.02979763,73.74919442,14.1029536,0.158867639,10855,RP,-0.733395211,-0.053997947,-0.235436627,-1.783134548,-1.226260148,0.948033565,-3.084190916,-1.345991327,2.355280718,0.73434574,0.015773364,-0.071793559,0.023958579,0.559758895,1.093237699
Ryan Thompson,TBR,3.215388592,3,2.985747145,12.47380101,4.132050257,0.780963756,56,65,60.00210034,28.83877171,7.465362629,47,20.51651461,1.322133639,7.8814997,3.083959806,4.320400599,0.2,999,16647,64.12681787,57.57427498,16.79265824,0.142980875,16647,RP,-1.019088918,-0.084689214,-0.202231526,-1.785758821,-1.231737241,1.226741558,-3.096764163,-1.358564574,2.393854146,0.573286581,-0.008051244,-0.050306481,0.021562721,0.555623402,1.301739166
Michael Feliz,PIT,2.119660329,3,4.547637303,14.10937663,4.442592023,0.433868754,60,65,57.22338908,31.02153984,9.258534794,68,29.84250812,1.375935629,10.13318236,4.210024013,4.447140034,0.3,999,11903,64.51489881,73.87459721,19.5514768,0.079433819,11903,RP,-0.731180252,-0.250068629,-0.355256115,-1.796255914,-1.482505591,1.512611155,-3.102655346,-1.364455757,2.344599162,0.735594418,-0.143544207,-0.141308677,0.011979289,0.366280109,1.51559823
Mychal Givens,COL,4,3,2,13,4.67,0,65,65,60,34,11,78,27,1.34,10.83,3.73,4.36,0.8,576.6,10430,65,78,15,0,10430,RP,-0.658314256,-0.371175038,-0.253047352,-1.809377281,-1.052171088,1.040985779,-3.103099235,-1.364899646,2.307361918,0.776672452,-0.242764937,-0.080526146,0,0.691205291,1.162775257
Brett Martin,TEX,3.239320657,3,1.095274605,12.52644557,3.922107124,0.867737507,55,65,57.44677816,27.04307968,6.517069588,51,23.68501623,1.337746508,8.619273745,3.464711491,4.132661398,0.6,999,17369,64.02979763,62.74919442,15.1029536,0.158867639,17369,RP,-0.927685562,0.02711627,-0.246637929,-1.783134548,-1.226260148,1.051653862,-3.104948056,-1.366748467,2.38612338,0.624815009,0.083549373,-0.076714526,0.023958579,0.559758895,1.17075605
Cody Stashak,MIN,3.215388592,3,0.985747145,13.33533947,4.459434873,0.780963756,56,65,59.00210034,30.83877171,10.46536263,56,18.51651461,1.286998504,9.093661862,2.829230076,4.575130329,0.2,600.5,18088,64.12681787,66.57427498,15.79265824,0.142980875,,RP,-0.860124086,-0.25903831,-0.102299543,-1.785758821,-1.231737241,1.123121261,-3.11583674,-1.37763715,2.322538707,0.662902633,-0.150892937,0.009122072,0.021562721,0.555623402,1.224220816
Carlos Martinez,STL,10.00677937,9.788616785,0,0,4.392608516,29.31518254,24,168,148.830195,74.49390435,21.33917884,123,60.36135892,1.390487707,8.154717473,3.568369669,4.481802474,1.7,411.1,11682,30.00504915,149.8393242,0.078348466,12.08446203,11682,SP,0.610566427,-0.51529844,-0.932561321,0.186808382,0.32254033,-0.505200177,-0.833144799,-1.378531321,4.34517932,1.492000967,-0.29814938,-0.406369136,1.822438713,1.729184713,0.006073444
Logan Webb,SFG,9.00677937,7.788616785,0,0.797297297,4.088501558,24.31518254,24,148,130.830195,60.49390435,14.33917884,105,48.36135892,1.373913293,8.158168875,3.325265138,4.082229718,1.5,586.7,17995,30.00504915,131.8393242,1.078348466,10.87646203,17995,SP,0.292636762,-0.089875314,-0.721162979,-0.012736477,0.093680348,-0.401579881,-0.839037541,-1.384424063,4.316309633,1.312768862,0.023867504,-0.30056405,1.640262133,1.55638339,0.083591794
Jeurys Familia,NYM,3.239320657,3,1.095274605,12.53467128,3.954015047,0.867737507,54,64,51.44677816,26.04307968,6.517069588,59,32.68501623,1.406634974,9.772236904,4.847612997,4.184048714,0.1,601,5114,63.02979763,70.74919442,15.1029536,0.158867639,5114,RP,-0.786383489,0.009363707,-0.436662117,-1.783134548,-1.226260148,1.051653862,-3.171422734,-1.433223144,2.337176665,0.704473722,0.068593218,-0.190363799,0.023958579,0.559758895,1.17075605
John Curtiss,MIA,3.215388592,3,1.985747145,12.47380101,4.261281027,0.780963756,56,65,55.00210034,29.83877171,8.465362629,60,29.51651461,1.374836341,9.655824024,4.2785544,4.443373572,0,600.1,16128,64.12681787,70.57427498,15.79265824,0.142980875,16128,RP,-0.789473049,-0.153511226,-0.352129501,-1.785758821,-1.231737241,1.123121261,-3.189488577,-1.451288987,2.300253495,0.70273199,-0.064436123,-0.139449312,0.021562721,0.555623402,1.224220816
Rowan Wick,CHC,3.239320657,2,1.095274605,11.71320906,3.96672521,0.867737507,52,62,51.44677816,26.04307968,6.517069588,56,26.68501623,1.362652612,9.703965706,4.202546692,4.096661178,0.2,547.2,14646,61.02979763,67.74919442,14.1029536,0.158867639,14646,RP,-0.839371767,0.001387386,-0.305521075,-1.783134548,-1.226260148,0.948033565,-3.204866587,-1.466666997,2.299240531,0.674601705,0.061222986,-0.113539333,0.023958579,0.559758895,1.093237699
Caleb Thielbar,MIN,3.239320657,3,1.095274605,12.52644557,4.302876354,0.867737507,55,65,58.44677816,29.04307968,9.517069588,52,20.68501623,1.311746508,8.766607078,3.109378158,4.496661398,0.2,999,10078,64.02979763,63.74919442,15.1029536,0.158867639,,RP,-0.910022803,-0.175662871,-0.172688261,-1.783134548,-1.226260148,1.051653862,-3.21611477,-1.477915181,2.27392383,0.634772348,-0.082584645,-0.032737396,0.023958579,0.559758895,1.17075605
