"steamerid","mlbamid","proj_season","firstname","lastname","IP","G","GS","start_percent","start_IP","relief_IP","SV","LI","League","DBTeamId","FBV","reliability","Throws","age","Krate","BBrate","HBPrate","GBrate","FBrate","LDrate","SIERA","BABIP","TBF","batters_per_IP","ERA","RA","K","BB","IBB","1b","2b","3b","HR","HBP","SH","SF","GB","FB","LD","K9","BB9","HBP9","HR9","H","ER","R","WHIP","W","L","QS","HLD","holds_old","SV_old","HR/FB","FIP","pnFIP","LOB%","ERA-","CG","ShO","WAR","catcherframingruns"
"sa830278","642420","2019","Randy","Valladares","1","1","0","0","0","1","0","0.6","AL","CLE",,"0.27844","L","24","0.1364","0.1587","0.012162","0.48010019","0.31305171","0.2068481","5.74","0.2993","4.764","4.764","5.6214","6.039000000000001","0.6498","0.7561","0.0397","0.7227","0.2093","0.01655","0.1311","0.0579","0.0257","0.04235","1.5718","1.0249","0.6772","5.8482","6.8049","0.5211","1.1799","1.0796","0.6246","0.671","1.8357","0.0432","0.0537","0","0","0","0","0.12791492","6.0077","5.9623","0.71494567","134.40456725128826","0","0","-0.013","0.0033"
"sa830302","645307","2019","Ricardo","Sanchez","9.234000000000002","1.62","1.62","1","9.234000000000002","0","0","1","AL","SEA",,"0.54606","L","22","0.1507","0.1151","0.009337","0.39605572","0.40405678","0.1998875","5.14","0.291309","42.011","4.549599306909248","5.516959064327485","5.872124756335281","6.331","4.8355","0.0614","6.17858","2.06197","0.17235","1.5725","0.3923","0.2269","0.50443","11.9692","12.211","6.0408","6.170565302144249","4.712962962962961","0.38235867446393756","1.532651072124756","9.9854","5.6604","6.0248","1.6050357374918776","0.405","0.7048","0.5184","0","0","0","0.12877733","5.702","5.7971","0.70616445","131.89664468117545","0.0081","0.0037","-0.0315","-0.0605"
"sa830305","644403","2019","Luis","Martinez","1","0.1960526315789474","0.1711","0.9754902","0.975","0.025000000000000022","0","0.9901961","AL","CHA",,"0.59985","R","24","0.13654755","0.12810931","0.011673","0.37802309","0.42105107","0.20092584","5.5638235","0.289760342","4.692","4.692","6.471900000000001","6.8292","0.6407","0.6011","0.0077","0.67574","0.22429","0.02359","0.2082","0.0547","0.0253","0.05861","1.2739","1.4189","0.6771","5.7663","5.4098999999999995","0.49230000000000007","1.8738","1.1318","0.7191","0.7588","1.7328999999999999","0.0336","0.0857","0.0364","0","0","0","0.14673339","6.553565","6.4433475","0.68764538","154.73182956021367","0.0006","0.0003","-0.0112","-0.0045"
"sa830366","656126","2019","Junior","Lopez","1","1","0","0","0","1","0","0.6","FA","FA",,"0.26554","R","28","0.188","0.0995","0.00966","0.45700062","0.338008","0.20499138","4.21","0.299715","4.423","4.423","4.631399999999999","4.9905","0.8315","0.4401","0.0368","0.6756","0.19637","0.01987","0.1329","0.0427","0.0352","0.04308","1.4045","1.0388","0.63","7.4835","3.9609","0.38430000000000003","1.1961","1.0247","0.5146","0.5545","1.4647999999999999","0.046","0.0509","0","0","0","0","0.12793608","4.6741","4.6741","0.72118295","110.72872624859325","0","0","-0.0019","0.0016"
"sa830370","649963","2019","Bo","Takahashi","9.234000000000002","1.62","1.62","1","9.234000000000002","0","0","1","NL","ARI",,"0.59079","R","22","0.1896","0.0871","0.012676","0.38000286","0.4090028","0.21099434","4.36","0.292364","40.895","4.42874160710418","5.080214424951266","5.405068226120857","7.7536","3.5619","0.1748","5.72721","2.0404","0.27775","1.5424","0.5184","0.4294","0.4873","10.8799","11.7102","6.041","7.557115009746588","3.471637426900584","0.5052631578947367","1.5033138401559452","9.5878","5.2123","5.5456","1.424052414988087","0.4527","0.6585","0.5962","0","0","0","0.13171423","4.9787","5.028","0.70576796","121.45613194172586","0.0096","0.0043","0.0247","0.0183"
"sa830371","656312","2019","Cody","Clark","1","1","0","0","0","1","0","0.6","FA","FA",,"0.29672","R","25","0.1767","0.1348","0.008921","0.39199174","0.40299422","0.20501404","4.98","0.292467","4.615","4.615","5.4783","5.828399999999999","0.8154","0.6221","0.0384","0.64434","0.2053","0.02076","0.16","0.0412","0.0367","0.05182","1.2149","1.249","0.6354","7.3386000000000005","5.5988999999999995","0.3708","1.44","1.0304","0.6087","0.6476","1.6524999999999999","0.0423","0.0546","0","0","0","0","0.12810248","5.6001","5.6001","0.71177791","130.97858722938963","0","0","-0.0103","0.0017"
"sa830425","644406","2019","Kendry","Melo","1","1","0","0","0","1","0","0.6","NL","SFN",,"0.16604","R","25","0.1437","0.1746","0.01191","0.43595106","0.36297522","0.20107372","6.08","0.2929","4.859","4.859","5.9184","6.318","0.6983","0.8484","0.0405","0.68736","0.20261","0.02476","0.1315","0.0579","0.051","0.04844","1.3967","1.1629","0.6442","6.2847","7.6356","0.5211","1.1835","1.0463","0.6576","0.702","1.8947","0.037","0.0597","0","0","0","0","0.11307937","6.1928","6.5099","0.70715295","141.495604756488","0","0","-0.0199","0.0076"
"sa830462","650142","2019","Hansel","Rodriguez","1","0.8606491228070176","0.0296","0.1699978","0.169","0.831","0","0.6679991","NL","SDN",,"0.35856","R","22","0.18537006","0.12960002","0.010021","0.45134295","0.3452633","0.20339375","4.7696991","0.2945377009","4.553","4.553","4.8771","5.2506","0.844","0.5901","0.0348","0.65654","0.19052","0.02007","0.1293","0.0457","0.0478","0.04348","1.3645","1.0438","0.6149","7.596","5.310899999999999","0.41130000000000005","1.1637","0.9965","0.5419","0.5834","1.5865999999999998","0.0437","0.0572","0.0103","0","0","0","0.12387431","5.0612864","5.1632370000000005","0.7227413","116.61519348148776","0.0002","0.0001","-0.0062","0.0055"
"sa830494","658305","2019","Edgar","Garcia","10","10","0","0","0","10","0","0.6","NL","PHI",,"0.50094","R","22","0.2258","0.1035","0.009522","0.41502251","0.38602123","0.19895626","3.87","0.289475","43.764","4.3764","4.528619999999999","4.85073","9.8818","4.5295","0.3644","5.93239","1.81997","0.18052","1.5312","0.4167","0.4595","0.45794","11.8176","10.9918","5.6652","8.89362","4.076549999999999","0.37503000000000003","1.3780800000000002","9.4641","5.0318","5.3897","1.3993600000000002","0.4744","0.4955","0","0.8236","0.8236","0","0.13930384","4.6591","4.5417","0.7353778","108.27100994537497","0","0","-0.0108","-0.0203"
"sa830499","628710","2019","Ping-Hsueh","Chen","1","1","0","0","0","1","0","0.6","FA","FA",,"0.20418","R","24","0.1239","0.1814","0.010483","0.40498932","0.39000949","0.20500119","6.45","0.297471","4.985","4.985","7.0146","7.407900000000001","0.6176","0.9043","0.0415","0.71593","0.224","0.02264","0.175","0.0523","0.0396","0.05454","1.3653","1.3148","0.6911","5.558400000000001","8.1387","0.4707","1.575","1.1376","0.7794","0.8231","2.0419","0.0367","0.06","0","0","0","0","0.13310009","7.0706","7.0706","0.68737833","167.7056668500501","0","0","-0.0238","0.0018"
"sa830500","646358","2019","Leandro","Linares","1","0.8853859649122807","0.0244","0.141276","0.139","0.861","0","0.6565104","AL","CLE",,"0.43194","R","25","0.17720632","0.1406554","0.008726","0.4160629","0.37707528","0.20686182","5.0775911","0.2916542983","4.608","4.608","5.3631","5.7285","0.8166","0.6481","0.0339","0.63692","0.20707","0.01666","0.1523","0.0402","0.0249","0.04797","1.2806","1.1606","0.6367","7.3494","5.832899999999999","0.3618","1.3706999999999998","1.0129","0.5959","0.6365","1.661","0.045","0.0553","0.0065","0","0","0","0.13122523","5.5725985","5.5304591","0.71553381","128.2240945102339","0.0001","0","-0.0082","0.0031"
"sa830501","656241","2019","Colby","Blueberg","1","1","0","0","0","1","0","0.6","NL","SDN",,"0.45326","R","26","0.2164","0.109","0.010003","0.41988912","0.37692308","0.2031878","4.11","0.290805","4.411","4.411","4.383","4.7178","0.9546","0.4808","0.0367","0.61178","0.1836","0.01931","0.1301","0.0441","0.0463","0.04532","1.2118","1.0878","0.5864","8.5914","4.3272","0.39690000000000003","1.1709","0.9448","0.487","0.5242","1.4256","0.0455","0.0515","0","0","0","0","0.11959919","4.5178","4.6088","0.73433471","104.79721443119585","0","0","-0.0023","0.0054"
"sa830580","658125","2019","Antonio","Herrera","1","1","0","0","0","1","0","0.6","AL","CHA",,"0.28466","R","24","0.0903","0.2086","0.012206","0.46105371","0.33802657","0.20091972","7.26","0.29891","5.155","5.155","7.6365","8.071200000000001","0.4655","1.0753","0.0429","0.77259","0.21568","0.02146","0.173","0.0629","0.0278","0.04921","1.6242","1.1908","0.7078","4.189500000000001","9.6777","0.5660999999999999","1.557","1.1827","0.8485","0.8968","2.258","0.0334","0.0631","0","0","0","0","0.14528048","7.8936","7.7609","0.68509164","182.56194030160484","0","0","-0.0288","-0.0049"
"sa830592","642584","2019","Franklyn","Kilome","9.234000000000002","1.62","1.62","1","9.234000000000002","0","0","1","NL","NYN",,"0.63337","R","24","0.1783","0.114","0.010974","0.43677144","0.36181085","0.2014177","4.78","0.292229","41.67","4.512670565302144","5.072807017543859","5.438986354775827","7.4297","4.7503","0.1781","5.97906","1.92214","0.18016","1.3781","0.4573","0.4375","0.43091","12.4959","10.3513","5.7625","7.241423001949316","4.629922027290448","0.4457115009746587","1.3431773879142297","9.4595","5.2047","5.5804","1.5388564002599088","0.4385","0.6723","0.5975","0","0","0","0.13313304","5.1838","5.2284","0.71336719","121.27921462028799","0.0096","0.0044","0.0043","0.0113"
"sa830622","658071","2019","Randy","Alcantara","1","1","0","0","0","1","0","0.6","NL","PHI",,"0.31905","R","22","0.1337","0.1425","0.010626","0.42103223","0.38000537","0.1989624","5.59","0.294156","4.773","4.773","6.4242","6.8049","0.6382","0.6802","0.0397","0.70862","0.21554","0.02136","0.1898","0.0507","0.0501","0.05304","1.4121","1.2745","0.6673","5.7438","6.1218","0.45630000000000004","1.7082","1.1353","0.7138","0.7561","1.8155000000000001","0.0393","0.0574","0","0","0","0","0.14892115","6.5447","6.3799","0.69360442","153.58097043038714","0","0","-0.0179","-0.0022"
"sa830623","655989","2019","Oscar","Marcelino","1","1","0","0","0","1","0","0.6","NL","PHI",,"0.23578","R","22","0.1367","0.1922","0.010708","0.46902381","0.33202266","0.19895353","6.33","0.298347","4.97","4.97","6.6537","7.0749","0.6794","0.9553","0.0414","0.70994","0.20156","0.01996","0.1602","0.0532","0.0522","0.04468","1.5149","1.0724","0.6426","6.1146","8.5977","0.4788","1.4418000000000002","1.0917","0.7393","0.7861","2.0469999999999997","0.0384","0.0583","0","0","0","0","0.14938456","6.9103","6.7363","0.70050962","159.0773612680319","0","0","-0.0211","-0.0023"
"sa830629","658140","2019","Wilmer","Rios","1","0.656157894736842","0.0732","0.416941","0.417","0.583","0","0.7667764","FA","FA",,"0.26383","R","25","0.14006052","0.1058208","0.008899","0.44898506","0.34600274","0.2050122","5.0025741","0.2993416712","4.557","4.557","5.4693000000000005","5.850899999999999","0.6383","0.4822","0.0302","0.7274","0.21954","0.0226","0.1571","0.0405","0.0362","0.04818","1.5085","1.1625","0.6888","5.7447","4.339799999999999","0.36449999999999994","1.4139000000000002","1.1266","0.6077","0.6501","1.6088","0.0435","0.063","0.0222","0","0","0","0.13513978","5.494809999999999","5.494809999999999","0.69905412","130.74537194734066","0.0003","0.0002","-0.0064","0.0017"
"sa830637","656052","2019","Marcos","Lantigua","1","1","0","0","0","1","0","0.6","AL","BOS",,"0.3251","R","23","0.109","0.1316","0.011291","0.44208735","0.34605786","0.21185479","5.79","0.299005","4.748","4.748","6.185700000000001","6.588","0.5176","0.6249","0.0395","0.74868","0.24403","0.02204","0.1585","0.0536","0.0256","0.05039","1.5588","1.2202","0.747","4.658399999999999","5.6241","0.4824","1.4265","1.1733","0.6873","0.732","1.7982","0.0429","0.0539","0","0","0","0","0.12989674","6.2218","6.3118","0.68703601","147.89092684900635","0","0","-0.0167","0.0084"
"sa830644","658369","2019","Malvin","Pena","1","0.17543859649122806","0.1754","1","1","0","0","1","NL","WAS",,"0.28307","R","22","0.1306","0.114","0.008901","0.44189539","0.35092473","0.20717988","5.33","0.297429","4.613","4.6129999999999995","5.7177","6.1065","0.6024","0.5258","0.0197","0.73095","0.22596","0.01905","0.1619","0.0411","0.0484","0.04955","1.5005","1.1916","0.7035","5.421600000000001","4.732200000000001","0.3699","1.4570999999999998","1.1379","0.6353","0.6785","1.6637","0.0464","0.0739","0.0523","0","0","0","0.13586774","5.7616","5.8071","0.69431854","136.7044924299808","0.0008","0.0004","-0.0058","-0.0027"
"sa830645","658368","2019","Yonathan","Ramirez","1","0.2933508771929825","0.1504","0.8571128","0.857","0.14300000000000002","0","0.9428451","FA","FA",,"0.40258","L","22","0.09960053","0.1206146","0.012068","0.39098599","0.4039939","0.20502011","5.9785627","0.2920890654","4.745","4.745","6.4799999999999995","6.8553","0.4726","0.5723","0.023","0.73589","0.24909","0.02301","0.1922","0.0573","0.0377","0.06034","1.4097","1.4566","0.7392","4.2534","5.1507000000000005","0.5156999999999999","1.7297999999999998","1.2002","0.72","0.7617","1.7725","0.0362","0.0805","0.0313","0","0","0","0.13195112","6.6031931","6.6031931","0.68436363","154.91688268766313","0.0005","0.0002","-0.0152","0.0017"
"sa831599","650719","2019","Juan","Escorcia","1","0.2933508771929825","0.1504","0.8551896","0.857","0.14300000000000002","0","0.9420758","NL","PHI",,"0.20697","R","23","0.13701342","0.15848639","0.009124","0.45502117","0.34600726","0.19897157","5.9157924","0.299602199","4.827","4.827","6.5268","6.9336","0.6615","0.7651","0.0234","0.71242","0.21791","0.02236","0.177","0.0441","0.0506","0.04762","1.5043","1.1439","0.6578","5.9535","6.885900000000001","0.39690000000000003","1.593","1.1297","0.7252","0.7704","1.8948","0.0369","0.0798","0.0309","0","0","0","0.15473381","6.566639","6.4012534","0.69097037","156.0502795997088","0.0005","0.0002","-0.0134","-0.0022"
"sa831646","658600","2019","Hector","Rodriguez","1","1","0","0","0","1","0","0.6","FA","FA",,"0.16679","R","22","0.1029","0.2098","0.010494","0.44356963","0.3516369","0.20479347","7.22","0.299651","5.16","5.16","7.509600000000001","7.935300000000001","0.531","1.0826","0.043","0.75172","0.22287","0.02251","0.1647","0.0541","0.041","0.0504","1.5324","1.2148","0.7075","4.779","9.7434","0.4869","1.4823000000000002","1.1618","0.8344","0.8817","2.2443999999999997","0.0351","0.0615","0","0","0","0","0.13557787","7.6502","7.6502","0.68513289","179.53043809102044","0","0","-0.0291","0.0019"
"sa831812","658551","2019","Junior","Fernandez","1","1","0","0","0","1","0","0.6","NL","SLN",,"0.48921","R","22","0.1697","0.1165","0.011086","0.44381414","0.34986296","0.2063229","4.7","0.295271","4.531","4.531","4.9635","5.3325000000000005","0.7689","0.5279","0.0377","0.68146","0.19934","0.01953","0.1349","0.0502","0.0476","0.04569","1.3926","1.0978","0.6474","6.920100000000001","4.7511","0.45180000000000003","1.2141","1.0352","0.5515","0.5925","1.5631","0.0449","0.052","0","0","0","0","0.12288213","5.1112","5.1728","0.7166325","118.67566106561415","0","0","-0.0071","0.0006"
"sa831915","650485","2019","Steven","De La Cruz","1","1","0","0","0","1","0","0.6","FA","FA",,"0.24355","R","26","0.147","0.1539","0.010505","0.40201206","0.39299778","0.20499016","5.66","0.293604","4.776","4.776","6.1488000000000005","6.5223","0.702","0.735","0.0398","0.68083","0.21393","0.02163","0.1673","0.0502","0.038","0.05298","1.3067","1.2774","0.6663","6.318","6.615","0.45180000000000003","1.5057","1.0837","0.6832","0.7247","1.8186999999999998","0.0396","0.0571","0","0","0","0","0.13096916","6.2875","6.2875","0.69995351","147.0063402418169","0","0","-0.0166","0.0018"
"sa832269","650387","2019","Hildemaro","Requena","1","0.26366666666666666","0.1567","0.8940112","0.893","0.10699999999999998","0","0.9576045","AL","BOS",,"0.50234","R","21","0.10769996","0.10489078","0.011899","0.45009095","0.33804393","0.21186512","5.5512452","0.3005307748","4.642","4.642","6.012899999999999","6.4143","0.4999","0.4868","0.0102","0.74938","0.25891","0.02453","0.1626","0.0552","0.0251","0.04988","1.6084","1.208","0.7571","4.4991","4.3812","0.4968","1.4634000000000003","1.1955","0.6681","0.7127","1.6823","0.0477","0.0701","0.0406","0","0","0","0.13460265","5.901021500000001","5.9863437","0.67873843","143.75092047165748","0.0006","0.0003","-0.0078","0.0082"
"sa832272","656016","2019","Alejandro","Rodriguez","1","0.29829824561403506","0.1493","0.8482199","0.851","0.14900000000000002","0","0.9392879","FA","FA",,"0.21655","L","22","0.11341686","0.14670606","0.009409","0.41699565","0.37800767","0.20499669","6.1497314","0.2938337046","4.803","4.803","6.3819","6.7761000000000005","0.5448","0.7046","0.0235","0.72239","0.23594","0.0218","0.1728","0.0452","0.0382","0.05438","1.4471","1.3118","0.7114","4.9032","6.3414","0.40680000000000005","1.5552000000000001","1.1529","0.7091","0.7529","1.8575","0.0372","0.0793","0.0334","0","0","0","0.1317274","6.5671966","6.5671966","0.69232529","152.59207671756235","0.0006","0.0003","-0.0147","0.0018"
"sa832333","658655","2019","Jesus","Linarez","1","0.2702631578947368","0.1553","0.8839078","0.885","0.11499999999999999","0","0.9535631","AL","TEX",,"0.27652","R","22","0.12116564","0.1329907","0.009998","0.4626421","0.32674785","0.21061005","5.7407126","0.3036046451","4.729","4.729","6.1578","6.5691","0.573","0.6289","0.0107","0.76048","0.22185","0.02555","0.1601","0.0473","0.0256","0.04666","1.5994","1.1296","0.7281","5.157000000000001","5.6601","0.42569999999999997","1.4409","1.1681","0.6842","0.7299","1.797","0.0397","0.0778","0.0382","0","0","0","0.14173159","6.1249465","5.9958765","0.6878333","147.23155121045812","0.0006","0.0003","-0.0077","0.0049"
"sa832338","622093","2019","Brett","Ash","1","0.27438596491228073","0.1544","0.8817712","0.88","0.12","0","0.9527085","AL","SEA",,"0.49079","R","28","0.12220301","0.0766862","0.009389","0.45105495","0.34904797","0.19989708","4.8526096","0.2987721214","4.449","4.449","5.400900000000001","5.7798","0.5437","0.3412","0.0101","0.75182","0.22874","0.02139","0.1687","0.0417","0.024","0.0504","1.5777","1.2209","0.6992","4.8933","3.0708","0.3753","1.5183000000000002","1.1707","0.6001","0.6422","1.5118999999999998","0.044","0.0734","0.0502","0","0","0","0.13817675","5.415424","5.5057160000000005","0.69180671","129.10718449251502","0.0008","0.0004","-0.0012","-0.0064"
"sa832693","656011","2019","Jean","Garcia","1","1","0","0","0","1","0","0.6","NL","CHN",,"0.15152","R","22","0.1279","0.1854","0.00968","0.47499771","0.31798882","0.20701347","6.2","0.299944","4.912","4.912","6.357600000000001","6.781499999999999","0.6282","0.9106","0.0409","0.72724","0.20626","0.02193","0.1399","0.0475","0.0516","0.04335","1.555","1.041","0.6777","5.6537999999999995","8.1954","0.4275","1.2590999999999999","1.0953","0.7064","0.7535","2.0059","0.0399","0.0569","0","0","0","0","0.13439001","6.5976","6.5693","0.69979651","151.99110531206017","0","0","-0.019","-0.0098"
"sa832779","656001","2019","Moises","Gomez","1","1","0","0","0","1","0","0.6","AL","MIN",,"0.28639","R","22","0.1319","0.1506","0.011748","0.41234163","0.37934118","0.20831719","5.77","0.297328","4.794","4.7940000000000005","6.3603","6.7437","0.6323","0.722","0.0399","0.71177","0.22103","0.02254","0.1702","0.0563","0.0259","0.05257","1.3832","1.2725","0.6988","5.6907","6.497999999999999","0.5067","1.5317999999999998","1.1256","0.7067","0.7493","1.8476","0.0404","0.0564","0","0","0","0","0.13375246","6.4439","6.385","0.69319533","152.06282855048096","0","0","-0.0167","0.0001"
"sa832877","658431","2019","Adonis","Medina","9.234000000000002","1.62","1.62","1","9.234000000000002","0","0","1","NL","PHI",,"0.54922","R","22","0.178","0.1113","0.013416","0.46702441","0.3340188","0.19895679","4.65","0.295497","41.707","4.516677496209659","5.184600389863546","5.561890838206627","7.4239","4.642","0.1783","6.11777","1.85573","0.19157","1.4502","0.5595","0.4379","0.39826","13.3767","9.5671","5.6986","7.235769980506821","4.524366471734893","0.5453216374269004","1.4134502923976606","9.6152","5.3194","5.7065","1.5439896036387262","0.4745","0.6373","0.5776","0","0","0","0.15158198","5.2846","5.1515","0.71249028","123.95210063876854","0.0092","0.0042","0.0156","-0.0193"
"sa833270","658724","2019","Mitchell","Osnowitz","1","1","0","0","0","1","0","0.6","NL","SLN",,"0.23104","R","27","0.1575","0.157","0.009298","0.45881718","0.33485627","0.20632654","5.46","0.299656","4.733","4.733","5.5575","5.955299999999999","0.7454","0.743","0.0394","0.69978","0.20031","0.01961","0.131","0.044","0.0497","0.04396","1.4461","1.0554","0.6503","6.7086","6.687","0.39599999999999996","1.179","1.0507","0.6175","0.6617","1.7936999999999999","0.0423","0.0545","0","0","0","0","0.12412356","5.7342","5.8033","0.71087469","132.8744714983119","0","0","-0.0128","0.0006"
"sa833402","650674","2019","Manuel","Rodriguez","1","0.6404912280701754","0.0765","0.4357818","0.436","0.5640000000000001","0","0.7743127","NL","MIA",,"0.34703","L","22","0.135505","0.13185548","0.009612","0.48102258","0.32003859","0.19893883","5.4245876","0.2994876482","4.656","4.656","5.238900000000001","5.6484","0.6309","0.6139","0.0306","0.73738","0.21166","0.02234","0.1228","0.0447","0.0489","0.04417","1.5956","1.0616","0.6599","5.678100000000001","5.5251","0.40230000000000005","1.1052","1.0941","0.5821","0.6276","1.7080000000000002","0.0379","0.069","0.0253","0","0","0","0.11567445","5.471384800000001","5.637695600000001","0.71173724","125.24305198865316","0.0004","0.0002","-0.0088","0.0064"
"sa833561","658427","2019","Jonny","Drozd","1","1","0","0","0","1","0","0.6","FA","FA",,"0.23932","L","27","0.1429","0.1224","0.009677","0.48100112","0.31400541","0.20499347","5.03","0.300782","4.591","4.591","5.115600000000001","5.5161","0.6561","0.562","0.0382","0.73754","0.20415","0.02045","0.13","0.0444","0.0365","0.04286","1.5836","1.0338","0.6749","5.9049000000000005","5.058000000000001","0.3996","1.17","1.0922","0.5684","0.6129","1.6542000000000001","0.0436","0.0533","0","0","0","0","0.12574966","5.358","5.358","0.71587762","122.309638478933","0","0","-0.0081","0.0017"
"sa833631","646717","2019","Gustavo","Armas","1","0.17543859649122806","0.1754","1","1","0","0","1","NL","PHI",,"0.39237","R","23","0.1406","0.0981","0.010433","0.4250363","0.37601873","0.19894497","5.03","0.292491","4.558","4.558","5.8527","6.2208000000000006","0.6408","0.4471","0.0195","0.69648","0.22397","0.02312","0.1964","0.0476","0.0479","0.05276","1.4342","1.2688","0.6713","5.767200000000001","4.0239","0.4284","1.7675999999999998","1.1399","0.6503","0.6912","1.587","0.0444","0.0758","0.0496","0","0","0","0.15479193","5.9167","5.7677","0.69386014","139.93442893352932","0.0008","0.0004","-0.0054","-0.0021"
"sa833636","645309","2019","Luis","Silva","1","1","0","0","0","1","0","0.6","NL","NYN",,"0.17564","R","22","0.1453","0.1707","0.009717","0.45977298","0.33881128","0.20141574","5.87","0.297221","4.829","4.829","5.9607","6.3675","0.7016","0.8242","0.0402","0.70271","0.20472","0.01835","0.1411","0.0469","0.0507","0.04525","1.4744","1.0865","0.6459","6.3144","7.417800000000001","0.4221","1.2699","1.0668","0.6623","0.7075","1.891","0.0383","0.0584","0","0","0","0","0.12986654","6.2054","6.2587","0.70698017","142.4973393197647","0","0","-0.0171","0.0013"
"sa833640","656049","2019","Juan","Herrera","1","1","0","0","0","1","0","0.6","FA","FA",,"0.19854","R","23","0.1256","0.1878","0.011178","0.45500332","0.34000844","0.20498824","6.46","0.298487","4.968","4.968","6.611400000000001","7.0308","0.6239","0.9329","0.0414","0.72417","0.21104","0.02133","0.1507","0.0555","0.0395","0.04677","1.5087","1.1274","0.6797","5.6151","8.396099999999999","0.4995","1.3563","1.1072","0.7346","0.7812","2.0401","0.0379","0.0588","0","0","0","0","0.13367039","6.8375","6.8375","0.69743503","158.07084515552714","0","0","-0.0217","0.0018"
"sa833925","658743","2019","Luis","Ramirez","1","1","0","0","0","1","0","0.6","FA","FA",,"0.16015","L","23","0.1317","0.1687","0.009311","0.46500985","0.32998939","0.20500076","6","0.3002","4.836","4.836","5.9409","6.3558","0.6368","0.8158","0.0403","0.73252","0.20756","0.02081","0.1372","0.045","0.0384","0.04516","1.5343","1.0888","0.6764","5.7312","7.3422","0.40499999999999997","1.2348","1.098","0.6601","0.7062","1.9138000000000002","0.0402","0.0566","0","0","0","0","0.12601029","6.2534","6.2534","0.70899746","142.03113827002974","0","0","-0.0163","0.0018"
"sa834330","605518","2019","Michael","Velasquez","1","0.3230350877192983","0.144","0.8221785","0.821","0.17900000000000005","0","0.9288714","FA","FA",,"0.43907","L","26","0.12435433","0.10056024","0.010336","0.42199873","0.37298422","0.20501705","5.2835367","0.2942984085","4.572","4.572","5.602499999999999","5.977799999999999","0.5685","0.4598","0.0229","0.72339","0.2341","0.02169","0.1693","0.0473","0.0364","0.05347","1.4602","1.2906","0.7094","5.1165","4.138199999999999","0.42569999999999997","1.5236999999999998","1.1485","0.6225","0.6642","1.6083","0.0443","0.0717","0.0435","0","0","0","0.1311793","5.7461896","5.7461896","0.69886788","133.94696820861452","0.0007","0.0003","-0.006","0.0017"
