mlbamid,"steamerid","proj_season","firstname","lastname","Team",BasicPF,"position","bats",p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,BaseRunning,UZR,R,RBI,BABIP,wRAA,wRC,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,WAR,WAR/PA,frWAR
682685,"sa3008771","2020","Cristian","Gonzalez","HOU",0.954,"SS","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,18.00,0.22,0.25,1,0.0000,0.0274,0.0274,0.3207,0.0100,0.0092,0.0063,0.0075,0.9489,0.1338,0.1078,0.0163,0.0022,0.0076,0.141075,0.172314,0.186783,0.158723,0.209580,0.0105,0.0043,0.0001,0.001,0.0011,0.000,0.0612,0.0602,0.20092342,-0.139,-0.013,-0.134,0.032,0.0123,0.0000,-0.00861,-0.0086100,-0.00861
682695,"sa3008775","2020","Yohander","Martinez","HOU",0.954,"SS","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,18.00,0.25,0.25,1,0.0000,0.0372,0.0372,0.2226,0.0110,0.0092,0.0063,0.0075,0.9381,0.1603,0.1309,0.0189,0.0026,0.0079,0.170786,0.209676,0.221565,0.190790,0.218110,0.0144,0.0060,0.0001,0.001,0.0011,0.000,0.0723,0.0682,0.21311705,-0.112,0.015,-0.106,0.032,0.0041,0.0000,-0.00668,-0.0066800,-0.00668
682887,"sa3008833","2020","Andres","Monzon","HOU",0.954,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,18.00,0.22,0.25,1,0.0000,0.0313,0.0313,0.3294,0.0120,0.0092,0.0063,0.0075,0.9429,0.1346,0.1038,0.0155,0.0024,0.0129,0.142724,0.178988,0.205239,0.169106,0.224630,0.0132,0.0054,0.0001,0.001,0.0011,0.000,0.0669,0.0677,0.20013156,-0.130,-0.004,-0.125,0.032,0.0041,0.0000,-0.00853,-0.0085300,-0.00853
685106,"sa3010158","2020","Zach","Biermann","HOU",0.954,"1B","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,23.00,0.26,0.25,1,0.0020,0.0391,0.0411,0.3298,0.0120,0.0092,0.0063,0.0075,0.9331,0.1552,0.1068,0.0221,0.0025,0.0237,0.166227,0.209531,0.271596,0.206985,0.281200,0.0096,0.0040,0.0000,0.001,0.0010,0.000,0.0834,0.0887,0.22398229,-0.098,0.029,-0.092,0.032,-0.0206,0.0000,-0.00773,-0.0077300,-0.00773
685744,"sa3009845","2020","Kenedy","Corona","HOU",0.954,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,20.00,0.25,0.25,1,0.0010,0.0372,0.0382,0.2811,0.0110,0.0092,0.0063,0.0075,0.9371,0.1552,0.1172,0.0183,0.0026,0.0171,0.165671,0.205687,0.245533,0.196407,0.246100,0.0143,0.0059,0.0001,0.001,0.0011,0.000,0.0777,0.0792,0.21364480,-0.107,0.020,-0.101,0.032,-0.0123,0.0000,-0.00779,-0.0077900,-0.00779
682765,"sa3008799","2020","Albert","Feliz","BOS",1.033,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,18.00,0.25,0.25,1,0.0000,0.0318,0.0318,0.3808,0.0100,0.0092,0.0063,0.0075,0.9444,0.1438,0.1037,0.0171,0.0011,0.0219,0.152315,0.186817,0.242399,0.185561,0.275470,0.0087,0.0036,0.0000,0.001,0.0010,0.000,0.0734,0.0804,0.22195921,-0.116,0.010,-0.120,0.032,-0.0206,0.0000,-0.01045,-0.0104500,-0.01045
682793,"sa3008805","2020","Bryan","Gonzalez","BOS",1.033,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,18.00,0.27,0.25,1,0.0010,0.0338,0.0348,0.3683,0.0100,0.0092,0.0063,0.0075,0.9414,0.1463,0.1056,0.0168,0.0016,0.0223,0.155373,0.192262,0.247640,0.189871,0.275660,0.0093,0.0038,0.0000,0.001,0.0010,0.000,0.0754,0.0818,0.22210281,-0.112,0.014,-0.117,0.032,-0.0123,0.0000,-0.00935,-0.0093500,-0.00935
682804,"sa3008810","2020","Eduardo","Vaughan","BOS",1.033,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,18.00,0.23,0.25,1,0.0000,0.0298,0.0298,0.3051,0.0100,0.0092,0.0063,0.0075,0.9464,0.1553,0.1194,0.0189,0.0013,0.0157,0.164071,0.196318,0.236669,0.188284,0.248460,0.0094,0.0039,0.0000,0.001,0.0010,0.000,0.0722,0.0755,0.22050229,-0.114,0.013,-0.118,0.032,-0.0123,0.0000,-0.00945,-0.0094500,-0.00945
684525,"sa3008939","2020","Darel","Belen","BOS",1.033,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,20.00,0.26,0.25,1,0.0000,0.0338,0.0338,0.3138,0.0110,0.0092,0.0063,0.0075,0.9414,0.1552,0.1171,0.0183,0.0018,0.0180,0.164863,0.201252,0.245482,0.194261,0.257830,0.0114,0.0047,0.0000,0.001,0.0010,0.000,0.0753,0.0787,0.22233025,-0.109,0.018,-0.113,0.032,-0.0123,0.0000,-0.00896,-0.0089600,-0.00896
663503,"sa3007822","2020","Elih","Marrero","BOS",1.033,"C","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,23.00,0.29,0.25,1,0.0000,0.0457,0.0457,0.2340,0.0100,0.0092,0.0063,0.0075,0.9305,0.1853,0.1324,0.0336,0.0030,0.0163,0.199116,0.242507,0.294287,0.232478,0.276090,0.0095,0.0039,0.0000,0.001,0.0010,0.000,0.0879,0.0874,0.24574669,-0.076,0.051,-0.080,0.032,0.0206,0.0000,-0.00256,-0.0025600,-0.00256
682900,"sa3008836","2020","Brainer","Bonaci","BOS",1.033,"SS","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,17.00,0.25,0.25,1,0.0010,0.0288,0.0298,0.2512,0.0100,0.0092,0.0063,0.0075,0.9464,0.1633,0.1292,0.0220,0.0019,0.0102,0.172562,0.204410,0.232112,0.190325,0.232850,0.0147,0.0061,0.0001,0.000,0.0001,0.000,0.0719,0.0710,0.22108303,-0.112,0.014,-0.116,0.032,0.0123,0.0000,-0.00695,-0.0069500,-0.00695
682637,"sa3009275","2020","Eduardo","Lopez","BOS",1.033,"OF","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,18.00,0.24,0.25,1,0.0000,0.0397,0.0397,0.2888,0.0100,0.0092,0.0063,0.0075,0.9365,0.1546,0.1198,0.0193,0.0028,0.0127,0.165100,0.205646,0.232357,0.192456,0.241840,0.0142,0.0058,0.0001,0.001,0.0011,0.000,0.0735,0.0722,0.22085603,-0.110,0.016,-0.114,0.032,0.0041,0.0000,-0.00746,-0.0074600,-0.00746
683649,"sa3009794","2020","Angeudis","Santos","BOS",1.033,"SS","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,18.00,0.23,0.25,1,0.0000,0.0477,0.0477,0.3345,0.0100,0.0092,0.0063,0.0075,0.9285,0.1357,0.1087,0.0188,0.0020,0.0061,0.146088,0.194559,0.190500,0.173615,0.222940,0.0120,0.0049,0.0001,0.001,0.0011,0.000,0.0648,0.0584,0.21766879,-0.127,0.000,-0.131,0.032,0.0123,0.0000,-0.00831,-0.0083100,-0.00831
679663,"sa3011469","2020","Stephen","Scott","BOS",1.033,"OF","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,23.00,0.22,0.25,1,0.0010,0.0487,0.0497,0.3264,0.0100,0.0092,0.0063,0.0075,0.9265,0.1595,0.1151,0.0251,0.0018,0.0175,0.172183,0.220603,0.259812,0.209718,0.278950,0.0102,0.0041,0.0000,0.001,0.0010,0.000,0.0807,0.0804,0.24063718,-0.095,0.031,-0.099,0.032,-0.0206,0.0000,-0.00841,-0.0084100,-0.00841
680685,"sa3007875","2020","Ryder","Green","NYA",0.998,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,20.00,0.28,0.25,1,0.0000,0.0381,0.0381,0.3406,0.0100,0.0092,0.0063,0.0075,0.9381,0.1405,0.1051,0.0159,0.0014,0.0182,0.149823,0.189874,0.227749,0.182771,0.247890,0.0127,0.0052,0.0001,0.001,0.0011,0.000,0.0719,0.0744,0.20841854,-0.119,0.008,-0.118,0.032,-0.0123,0.0000,-0.00944,-0.0094400,-0.00944
677007,"sa3008051","2020","Josh","Breaux","NYA",0.998,"C","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,22.00,0.38,0.25,1,0.0000,0.0401,0.0401,0.2916,0.0090,0.0092,0.0063,0.0075,0.9371,0.1726,0.1194,0.0235,0.0014,0.0283,0.184176,0.223130,0.302923,0.225118,0.293630,0.0064,0.0026,-0.0001,0.001,0.0009,0.000,0.0886,0.0971,0.23099088,-0.082,0.044,-0.082,0.032,0.0206,0.0000,-0.00277,-0.0027700,-0.00277
656824,"sa3008138","2020","Isaiah","Pasteur","NYA",0.998,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,24.00,0.28,0.25,1,0.0000,0.0512,0.0512,0.4144,0.0110,0.0092,0.0063,0.0075,0.9240,0.1401,0.0972,0.0185,0.0020,0.0224,0.151589,0.203533,0.248593,0.198014,0.301280,0.0212,0.0087,0.0003,0.001,0.0013,0.000,0.0793,0.0804,0.23792197,-0.105,0.021,-0.105,0.032,-0.0123,0.0000,-0.00816,-0.0081600,-0.00816
681862,"sa3008146","2020","Matt","Pita","NYA",0.998,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,23.00,0.43,0.25,1,0.0000,0.0361,0.0361,0.2547,0.0120,0.0092,0.0063,0.0075,0.9381,0.1720,0.1295,0.0290,0.0027,0.0108,0.183287,0.221459,0.254441,0.207827,0.253100,0.0145,0.0060,0.0001,0.001,0.0011,0.000,0.0779,0.0749,0.23702397,-0.097,0.029,-0.097,0.032,-0.0123,0.0000,-0.00740,-0.0074000,-0.00740
683013,"sa3008420","2020","Alan","Mejia","NYA",0.998,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,18.00,0.24,0.25,1,0.0000,0.0381,0.0381,0.3501,0.0100,0.0092,0.0063,0.0075,0.9381,0.1393,0.1032,0.0148,0.0015,0.0199,0.148513,0.188637,0.230954,0.183219,0.252670,0.0118,0.0049,0.0000,0.001,0.0010,0.000,0.0725,0.0762,0.20743572,-0.118,0.008,-0.118,0.032,-0.0123,0.0000,-0.00945,-0.0094500,-0.00945
683500,"sa3008878","2020","Maikol","Escotto","NYA",0.998,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,18.00,0.21,0.25,1,0.0000,0.0351,0.0351,0.3244,0.0100,0.0092,0.0063,0.0075,0.9411,0.1470,0.1127,0.0167,0.0016,0.0160,0.156169,0.193308,0.228290,0.184405,0.246200,0.0115,0.0047,0.0001,0.001,0.0011,0.000,0.0713,0.0731,0.21538967,-0.117,0.009,-0.117,0.032,0.0041,0.0000,-0.00775,-0.0077500,-0.00775
683550,"sa3008890","2020","Marcos","Cabrera","NYA",0.998,"3B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,18.00,0.21,0.25,1,0.0000,0.0351,0.0351,0.3216,0.0100,0.0092,0.0063,0.0075,0.9411,0.1428,0.1075,0.0161,0.0018,0.0174,0.151800,0.189170,0.228346,0.182295,0.241670,0.0103,0.0042,0.0000,0.001,0.0010,0.000,0.0713,0.0742,0.20570866,-0.119,0.007,-0.119,0.032,0.0041,0.0000,-0.00795,-0.0079500,-0.00795
683459,"sa3009299","2020","Dayro","Perez","NYA",0.998,"SS","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,18.00,0.22,0.25,1,0.0000,0.0241,0.0241,0.3234,0.0100,0.0092,0.0063,0.0075,0.9521,0.1359,0.1099,0.0159,0.0016,0.0085,0.142709,0.171037,0.189517,0.158674,0.212910,0.0172,0.0072,0.0001,0.001,0.0011,0.000,0.0609,0.0602,0.20296320,-0.139,-0.013,-0.139,0.032,0.0123,0.0000,-0.00909,-0.0090900,-0.00909
681508,"sa3007747","2020","Mickey","Gasper","NYA",0.998,"C","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,24.00,0.54,0.25,1,0.0010,0.0652,0.0662,0.2244,0.0120,0.0092,0.0063,0.0075,0.9080,0.1796,0.1271,0.0289,0.0013,0.0223,0.197886,0.259539,0.306440,0.246556,0.279580,0.0066,0.0027,-0.0001,0.001,0.0009,0.000,0.0942,0.0925,0.23519737,-0.063,0.063,-0.063,0.032,-0.0206,0.0000,-0.00492,-0.0049200,-0.00492
683061,"sa3008851","2020","Alexander","Vargas","NYA",0.998,"SS","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,18.00,0.21,0.25,1,0.0000,0.0291,0.0291,0.2271,0.0110,0.0092,0.0063,0.0075,0.9461,0.1530,0.1227,0.0187,0.0027,0.0089,0.161663,0.194275,0.215344,0.179977,0.209800,0.0153,0.0062,0.0002,0.001,0.0012,0.000,0.0683,0.0664,0.20080825,-0.121,0.005,-0.121,0.032,0.0123,0.0000,-0.00733,-0.0073300,-0.00733
666331,"sa3010585","2020","Jacob","Sanford","NYA",0.998,"OF","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,22.00,0.32,0.25,1,0.0010,0.0321,0.0331,0.3616,0.0100,0.0092,0.0063,0.0075,0.9431,0.1497,0.1067,0.0197,0.0019,0.0214,0.158629,0.193935,0.251463,0.191833,0.277000,0.0096,0.0040,0.0000,0.001,0.0010,0.000,0.0758,0.0814,0.22603946,-0.111,0.016,-0.110,0.032,0.0041,0.0000,-0.00708,-0.0070800,-0.00708
686554,"sa3010595","2020","Oliver","Dunn","NYA",0.998,"2B","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,22.00,0.28,0.25,1,0.0000,0.0522,0.0522,0.2659,0.0100,0.0092,0.0063,0.0075,0.9240,0.1657,0.1267,0.0252,0.0017,0.0121,0.179344,0.229345,0.249534,0.211498,0.253710,0.0162,0.0068,0.0001,0.001,0.0011,0.000,0.0795,0.0743,0.23504208,-0.094,0.033,-0.093,0.032,0.0041,0.0000,-0.00542,-0.0054200,-0.00542
687382,"sa3010888","2020","Chad","Bell","NYA",0.998,"3B","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,23.00,0.21,0.25,1,0.0000,0.0331,0.0331,0.3692,0.0100,0.0092,0.0063,0.0075,0.9431,0.1330,0.0992,0.0149,0.0011,0.0178,0.141042,0.177247,0.215756,0.171772,0.245090,0.0079,0.0033,0.0000,0.001,0.0010,0.000,0.0675,0.0716,0.20440028,-0.128,-0.002,-0.128,0.032,0.0041,0.0000,-0.00883,-0.0088300,-0.00883
663821,"sa3008078","2020","Cody","Farhat","CLE",1.042,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,23.00,0.37,0.25,1,0.0000,0.0440,0.0440,0.3217,0.0130,0.0092,0.0063,0.0075,0.9292,0.1748,0.1206,0.0296,0.0043,0.0203,0.188062,0.233199,0.294626,0.227961,0.307530,0.0132,0.0055,0.0000,0.001,0.0010,0.000,0.0870,0.0895,0.25979485,-0.080,0.047,-0.085,0.032,-0.0123,0.0000,-0.00625,-0.0062500,-0.00625
680690,"sa3008249","2020","Korey","Holland","CLE",1.042,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,20.00,0.31,0.25,1,0.0000,0.0530,0.0530,0.3247,0.0110,0.0092,0.0063,0.0075,0.9222,0.1483,0.1126,0.0198,0.0024,0.0135,0.160863,0.213673,0.231518,0.197690,0.254360,0.0117,0.0048,0.0000,0.001,0.0010,0.000,0.0744,0.0718,0.22789518,-0.106,0.021,-0.111,0.032,-0.0123,0.0000,-0.00877,-0.0087700,-0.00877
682621,"sa3008744","2020","Gabriel","Rodriguez","CLE",1.042,"SS","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,18.00,0.23,0.25,1,0.0000,0.0280,0.0280,0.2708,0.0120,0.0092,0.0063,0.0075,0.9462,0.1494,0.1172,0.0196,0.0020,0.0106,0.157930,0.190622,0.216556,0.178558,0.221340,0.0094,0.0039,0.0000,0.001,0.0010,0.000,0.0670,0.0681,0.20645545,-0.122,0.004,-0.128,0.032,0.0123,0.0000,-0.00803,-0.0080300,-0.00803
682681,"sa3008769","2020","Jesus","Lara","CLE",1.042,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,18.00,0.24,0.25,1,0.0000,0.0410,0.0410,0.2113,0.0110,0.0092,0.0063,0.0075,0.9342,0.1559,0.1233,0.0205,0.0022,0.0099,0.166936,0.209253,0.225517,0.192279,0.214250,0.0105,0.0043,0.0000,0.001,0.0010,0.000,0.0716,0.0695,0.20263706,-0.110,0.016,-0.116,0.032,0.0041,0.0000,-0.00766,-0.0076600,-0.00766
682657,"sa3008762","2020","Angel","Martinez","CLE",1.042,"SS","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,18.00,0.25,0.25,1,0.0000,0.0320,0.0320,0.2143,0.0110,0.0092,0.0063,0.0075,0.9432,0.1701,0.1373,0.0219,0.0027,0.0082,0.180283,0.214381,0.235217,0.197280,0.227810,0.0118,0.0049,0.0000,0.001,0.0010,0.000,0.0721,0.0705,0.22232903,-0.106,0.020,-0.111,0.032,0.0123,0.0000,-0.00638,-0.0063800,-0.00638
686659,"sa3010030","2020","Julian","Escobedo","CLE",1.042,"OF","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,22.00,0.25,0.25,1,0.0000,0.0430,0.0430,0.2322,0.0100,0.0092,0.0063,0.0075,0.9332,0.1706,0.1279,0.0239,0.0020,0.0169,0.182819,0.225007,0.266860,0.214263,0.251160,0.0116,0.0047,0.0001,0.001,0.0011,0.000,0.0811,0.0826,0.22223829,-0.091,0.035,-0.097,0.032,0.0041,0.0000,-0.00581,-0.0058100,-0.00581
686823,"sa3010039","2020","Will","Brennan","CLE",1.042,"OF","L",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,22.00,0.27,0.25,1,0.0000,0.0400,0.0400,0.1959,0.0110,0.0092,0.0063,0.0075,0.9352,0.1818,0.1382,0.0248,0.0025,0.0163,0.194308,0.234177,0.278336,0.222648,0.251250,0.0144,0.0060,0.0000,0.001,0.0010,0.000,0.0837,0.0849,0.22655715,-0.084,0.042,-0.089,0.032,0.0041,0.0000,-0.00504,-0.0050400,-0.00504
681876,"sa3007829","2020","Drevian","Williams-Nelson","LAA",0.965,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,20.00,0.21,0.25,1,0.0000,0.0319,0.0319,0.2996,0.0110,0.0092,0.0063,0.0075,0.9434,0.1421,0.1153,0.0177,0.0016,0.0076,0.150677,0.186178,0.196744,0.169871,0.215790,0.0109,0.0045,0.0000,0.001,0.0010,0.000,0.0626,0.0615,0.20894827,-0.130,-0.003,-0.125,0.032,0.0041,0.0000,-0.00854,-0.0085400,-0.00854
677941,"sa3008032","2020","Jordyn","Adams","LAA",0.965,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,20.00,0.54,0.25,1,0.0000,0.0599,0.0599,0.2793,0.0090,0.0092,0.0063,0.0075,0.9174,0.1830,0.1343,0.0275,0.0031,0.0181,0.199467,0.253445,0.295269,0.239392,0.297930,0.0142,0.0060,0.0000,0.001,0.0010,0.000,0.0890,0.0878,0.26278884,-0.070,0.057,-0.065,0.032,0.0041,0.0000,-0.00271,-0.0027100,-0.00271
683021,"sa3008479","2020","Michael","Stefanic","LAA",0.965,"SS","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,24.00,0.53,0.25,1,0.0010,0.0415,0.0425,0.1432,0.0150,0.0092,0.0063,0.0075,0.9287,0.2113,0.1662,0.0338,0.0028,0.0084,0.227465,0.270468,0.297186,0.247637,0.262780,0.0128,0.0054,-0.0001,0.001,0.0009,0.000,0.0878,0.0829,0.25860311,-0.063,0.064,-0.058,0.032,0.0123,0.0000,-0.00124,-0.0012400,-0.00124
685725,"sa3008950","2020","Natanael","Santana","LAA",0.965,"OF","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,18.00,0.22,0.25,1,0.0000,0.0386,0.0386,0.4011,0.0110,0.0092,0.0063,0.0075,0.9366,0.1309,0.0976,0.0142,0.0013,0.0178,0.139781,0.181686,0.214807,0.174408,0.259100,0.0102,0.0042,0.0000,0.001,0.0010,0.000,0.0676,0.0715,0.21534653,-0.126,0.001,-0.121,0.032,-0.0123,0.0000,-0.00974,-0.0097400,-0.00974
683429,"sa3008861","2020","Darimel","Mora","LAA",0.965,"SS","B",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,17.00,0.24,0.25,1,0.0000,0.0280,0.0280,0.2550,0.0100,0.0092,0.0063,0.0075,0.9482,0.1463,0.1193,0.0173,0.0017,0.0080,0.154311,0.185489,0.201443,0.170563,0.206250,0.0122,0.0051,0.0000,0.000,0.0000,0.000,0.0633,0.0633,0.19965353,-0.129,-0.003,-0.125,0.032,0.0123,0.0000,-0.00784,-0.0078400,-0.00784
663611,"sa3008139","2020","Nick","Madrigal","CHA",0.996,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686,23.00,0.65,41.19,166.98319571913,0.3340,10.0051,10.3390,9.2667,1.8368,1.5362,1.0464,1.2535,152.5074,44.1334,32.7297,8.5070,0.9603,1.9365,0.289395,0.339351,0.395867,0.315687,0.307560,6.7294,2.8840,0.0379,0.200,0.2379,0.000,19.0750,16.9922,0.29599874,-0.622,20.480,-0.546,5.404,0.6864,0.0000,0.56161,0.0033633,0.56161
675789,"sa3008278","2020","Bryce","Bush","CHA",0.996,"3B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,20.00,0.44,0.25,1,0.0000,0.0517,0.0517,0.3286,0.0100,0.0092,0.0063,0.0075,0.9246,0.1577,0.1133,0.0234,0.0036,0.0174,0.170531,0.220704,0.259997,0.210400,0.278980,0.0099,0.0041,0.0000,0.001,0.0010,0.000,0.0796,0.0787,0.23937895,-0.095,0.032,-0.094,0.032,-0.0123,0.0000,-0.00712,-0.0071200,-0.00712
682808,"sa3008812","2020","Anthony","Espinoza","CHA",0.996,"2B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,18.00,0.22,0.25,1,0.0000,0.0300,0.0300,0.2288,0.0110,0.0092,0.0063,0.0075,0.9453,0.1599,0.1297,0.0194,0.0019,0.0089,0.169230,0.202193,0.222195,0.186487,0.218760,0.0117,0.0048,0.0000,0.001,0.0010,0.000,0.0684,0.0667,0.21115928,-0.115,0.011,-0.115,0.032,0.0041,0.0000,-0.00757,-0.0075700,-0.00757
