mlbamid,"steamerid","proj_season","firstname","lastname","Team",BasicPF,"position","bats",p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,BaseRunning,UZR,R,RBI,BABIP,wRAA,wRC,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,WAR,WAR/PA,frWAR
664247,"18063","2020","Kyle","Garlick","PHI",0.988,"LF","R",0.138,0.025,0.012,0.012,0.062,0.125,0.112,0.125,0.388,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.7,0.0,0.0,0.0,-0.164,28.00,0.77,3.27,13.1647769757118,0.0395,0.7590,0.7985,4.6012,0.1316,0.1211,0.0916,0.0978,12.0453,2.6709,1.4974,0.5691,0.0325,0.5719,0.221736,0.275449,0.416821,0.289470,0.423760,0.0883,0.0340,0.0000,0.010,0.0100,-0.003,1.4509,1.5898,0.30114778,-0.347,1.316,-0.328,0.426,-0.1635,0.0000,-0.00568,-0.0004315,-0.00568
596451,"13546","2020","Roman","Quinn","PHI",0.988,"CF","B",0.065,0.045,0.058,0.018,0.051,0.090,0.082,0.129,0.461,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.327,27.00,0.69,19.61,78.19892366462,0.0782,6.4065,6.4847,20.9351,0.7038,0.7194,0.5280,0.5909,69.8915,16.8178,11.4039,2.9601,0.7320,1.7218,0.240633,0.309082,0.377846,0.295265,0.367340,3.5107,1.2207,0.1489,0.079,0.2279,-0.612,8.3645,7.6799,0.31564751,-1.672,8.210,-1.557,2.531,0.3268,0.0000,0.08903,0.0011385,0.08903
595284,"14942","2020","Andrew","Knapp","PHI",0.988,"C","B",0.025,0.057,0.020,0.025,0.054,0.073,0.193,0.272,0.282,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,28.00,0.72,10.72,42.5952802353896,0.2982,4.3513,4.6494,13.3674,0.4260,0.3919,0.2841,0.3254,36.9103,7.9165,5.1674,1.7233,0.1269,0.8989,0.214477,0.307054,0.341106,0.281803,0.362350,0.2413,0.0990,-0.0067,0.043,0.0363,-0.327,4.1479,3.8403,0.30551952,-1.406,3.977,-1.344,1.378,0.8931,-0.2993,0.06181,0.0014511,0.03274
493316,"13110","2020","Yoenis","Cespedes","NYN",0.946,"DH","R",0.001,0.019,0.013,0.955,0.001,0.001,0.003,0.004,0.003,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,15.7,0.0,0.0,-2.323,34.00,0.69,25.46,109.913379246382,0.7694,8.4476,9.2169,28.3519,0.9892,1.0112,0.1595,0.7477,98.8000,25.3860,14.1042,4.9337,0.3096,6.0385,0.256945,0.324292,0.496507,0.339529,0.432420,0.7029,0.3353,-0.0335,0.109,0.0755,-0.146,14.1225,17.1503,0.29693526,1.855,15.745,2.612,3.557,-2.3228,0.0000,0.36672,0.0033364,0.36672
621512,"13755","2020","Tomas","Nido","NYN",0.946,"C","R",0.006,0.012,0.019,0.051,0.019,0.040,0.151,0.577,0.126,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.229,26.00,0.70,14.74,58.0208942189543,0.2321,2.6990,2.9311,13.6868,0.4061,0.5338,0.4052,0.4537,53.8247,12.2604,8.1879,2.5460,0.1124,1.4140,0.227782,0.270718,0.358074,0.266477,0.327290,0.2098,0.0916,-0.0114,-0.028,-0.0394,-0.549,5.3615,5.8544,0.27685208,-2.684,4.648,-2.285,1.878,1.2287,0.9427,0.02266,0.0003905,0.11422
467092,"1433","2020","Wilson","Ramos","NYN",0.946,"C","R",0.001,0.002,0.010,0.078,0.103,0.036,0.723,0.020,0.027,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.968,32.00,0.83,36.87,148.680224066616,1.0408,10.3745,11.4153,23.4930,0.8921,1.3679,0.7392,1.1023,134.5313,37.0609,24.8758,6.3272,0.1711,5.6868,0.275486,0.333706,0.451880,0.329725,0.365960,0.3508,0.1503,-0.0386,-1.044,-1.0826,-0.430,16.7497,19.0525,0.29472034,1.250,20.039,2.273,4.811,2.9679,-1.6836,0.82938,0.0055783,0.66586
595373,"14938","2020","Jack","Reinheimer","NYN",0.946,"SS","R",0.049,0.044,0.075,0.049,0.049,0.071,0.146,0.168,0.350,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,27.00,0.79,0.25,1,0.0000,0.0758,0.0758,0.2334,0.0070,0.0092,0.0063,0.0076,0.9033,0.1951,0.1468,0.0353,0.0029,0.0101,0.215908,0.279638,0.294928,0.253602,0.290540,0.0215,0.0093,0.0000,0.001,0.0010,-0.006,0.0850,0.0764,0.27719509,-0.057,0.069,-0.051,0.032,-0.0125,0.0000,-0.00355,-0.0035500,-0.00355
642708,"15518","2020","Amed","Rosario","NYN",0.946,"SS","R",0.097,0.023,0.002,0.001,0.004,0.023,0.079,0.061,0.709,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,2.750,24.00,0.83,54.99,214.469731237537,0.6434,10.8443,11.4877,38.6530,1.5013,1.9731,1.6927,1.6215,198.1665,54.8898,37.6541,10.2290,1.7713,5.2354,0.276996,0.319021,0.425755,0.314125,0.364070,7.0529,2.8390,0.1156,0.609,0.7246,-0.417,24.3037,23.5104,0.31850242,-1.089,26.014,0.387,6.940,2.7497,0.0000,1.00858,0.0047027,1.00858
605204,"16219","2020","J.D.","Davis","NYN",0.946,"LF","R",0.005,0.042,0.022,0.027,0.032,0.781,0.019,0.029,0.041,0.0,1.2,0.0,14.5,0.0,27.9,0.0,0.0,1.3,0.0,0.0,-1.400,27.00,0.82,44.89,184.495828977472,0.5535,14.7394,15.2929,42.8105,1.4760,1.6974,0.7476,1.2840,165.6953,43.9436,27.1783,8.3318,0.3751,8.0583,0.265206,0.330410,0.465918,0.334196,0.406820,1.0224,0.4382,-0.0382,-0.166,-0.2042,-1.288,21.6415,23.9602,0.30906163,2.264,25.579,3.533,5.970,-1.4005,0.0000,0.64203,0.0034799,0.64203
572233,"13419","2020","Christian","Walker","ARI",0.989,"1B","R",0.004,0.001,0.002,0.089,0.823,0.030,0.002,0.005,0.044,0.0,45.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,-3.925,29.00,0.84,46.60,195.360866940234,1.3675,16.7241,18.0916,52.2116,2.1490,1.7973,0.6031,1.5687,172.9485,42.7653,24.4879,9.0814,0.7647,8.4313,0.247281,0.323517,0.454889,0.325605,0.413150,1.6005,0.7258,-0.0477,0.217,0.1693,0.583,23.2731,25.7788,0.30150789,0.946,25.635,1.209,6.322,-3.9255,0.0000,0.42325,0.0021665,0.42325
608348,"13620","2020","Carson","Kelly","ARI",0.989,"C","R",0.002,0.003,0.004,0.001,0.002,0.009,0.012,0.135,0.832,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.113,25.00,0.76,37.35,141.535295904967,2.4061,13.5251,15.9312,27.2758,1.4154,1.3021,1.1347,1.1022,121.9518,30.2748,18.5325,6.4083,0.3188,5.0152,0.248245,0.339176,0.429387,0.322390,0.360590,0.7076,0.2591,-0.0114,-0.034,-0.0454,0.308,16.9064,16.3324,0.27830283,0.292,18.179,0.483,4.580,3.1127,0.2577,0.81957,0.0057906,0.84460
623182,"13910","2020","Patrick","Kivlehan","ARI",0.989,"OF","R",0.032,0.065,0.032,0.032,0.110,0.065,0.136,0.208,0.318,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,30.00,0.80,0.25,1,0.0010,0.0677,0.0687,0.2966,0.0130,0.0092,0.0064,0.0076,0.9043,0.2046,0.1186,0.0392,0.0069,0.0398,0.226119,0.288004,0.416905,0.296918,0.392740,0.0064,0.0028,-0.0002,0.001,0.0008,-0.007,0.1102,0.1197,0.28635969,-0.020,0.106,-0.019,0.032,-0.0125,0.0000,-0.00055,-0.0005500,-0.00055
641796,"15124","2020","Tim","Locastro","ARI",0.989,"LF","R",0.201,0.125,0.040,0.026,0.046,0.100,0.074,0.152,0.235,0.0,0.0,0.0,0.0,0.0,5.6,4.9,2.8,0.0,0.0,0.0,-0.337,27.00,0.79,13.24,55.121236093453,0.0000,3.0178,3.0178,10.5420,2.2048,0.5071,0.3805,0.4018,49.1163,12.2716,8.3013,2.6984,0.3718,0.9001,0.249854,0.319589,0.374916,0.301214,0.332370,2.0924,0.6717,0.1101,0.099,0.2091,-0.137,5.9687,5.0238,0.29865269,-0.895,6.071,-0.821,1.784,-0.3367,0.0000,0.06783,0.0012306,0.06783
605196,"16211","2020","Kevin","Cron","ARI",0.989,"DH","R",0.010,0.020,0.010,0.031,0.133,0.143,0.031,0.061,0.561,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,-1.742,27.00,0.80,15.85,62.2929245244438,0.3115,4.8366,5.1481,17.0589,0.6852,0.5731,0.4007,0.4755,55.5835,13.7503,7.3806,2.7318,0.1558,3.4821,0.247386,0.316418,0.490085,0.334025,0.434510,0.3844,0.1532,-0.0052,0.043,0.0378,0.035,7.9990,8.9570,0.28909849,0.755,8.627,0.839,2.016,-1.7423,0.0000,0.11514,0.0018484,0.11514
630111,"17171","2020","Yasmany","Tomas","ARI",0.989,"OF","R",0.036,0.071,0.036,0.036,0.036,0.071,0.107,0.286,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-0.029,29.00,0.79,0.25,1,0.0010,0.0448,0.0458,0.3081,0.0060,0.0092,0.0068,0.0076,0.9338,0.2205,0.1278,0.0452,0.0055,0.0420,0.236118,0.274139,0.431197,0.293562,0.409240,0.0051,0.0021,-0.0001,-0.002,-0.0021,0.000,0.1097,0.1255,0.30187722,-0.023,0.104,-0.022,0.032,-0.0293,0.0000,-0.00208,-0.0020800,-0.00208
596119,"13176","2020","Blake","Swihart","ARI",0.989,"C","B",0.044,0.049,0.044,0.069,0.022,0.157,0.154,0.205,0.255,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,28.00,0.70,0.25,1,0.0000,0.0796,0.0796,0.2975,0.0080,0.0092,0.0061,0.0075,0.8988,0.1904,0.1245,0.0371,0.0045,0.0243,0.211857,0.279760,0.344335,0.269878,0.345130,0.0106,0.0044,0.0000,0.002,0.0020,0.001,0.0947,0.0946,0.28417451,-0.043,0.083,-0.042,0.032,-0.0124,0.0000,-0.00188,-0.0018800,-0.00188
545121,"13324","2020","Ildemaro","Vargas","ARI",0.989,"LF","B",0.073,0.178,0.043,0.005,0.055,0.118,0.037,0.101,0.390,0.0,0.0,2.8,0.0,2.8,6.1,0.0,1.7,0.0,0.0,0.0,-0.204,28.00,0.82,13.36,54.4916724607306,0.0000,2.7121,2.7121,5.8392,0.3814,0.5013,0.3663,0.4065,50.6253,14.1811,10.0977,2.6854,0.4533,0.9447,0.280111,0.319153,0.407047,0.308991,0.325520,0.5758,0.2184,0.0043,0.001,0.0053,-0.268,5.7852,5.5364,0.29914188,-0.518,6.368,-0.445,1.763,-0.2042,0.0000,0.08266,0.0015169,0.08266
606466,"13613","2020","Ketel","Marte","ARI",0.989,"2B","B",0.039,0.795,0.019,0.001,0.024,0.071,0.024,0.004,0.022,0.0,0.0,48.9,0.0,3.5,0.0,1.2,0.0,0.0,0.0,0.0,1.007,26.00,0.84,53.49,238.934100656414,0.9557,19.5028,20.4586,32.7782,1.6725,2.1982,1.4954,1.7031,213.6044,63.2271,39.2593,12.5582,3.0190,8.3905,0.296001,0.359496,0.500904,0.359402,0.388960,3.0259,1.1709,0.0233,0.397,0.4203,-0.190,32.8387,29.9063,0.31490168,8.137,38.332,8.458,7.732,1.0065,0.0000,1.69258,0.0070839,1.69258
642736,"16404","2020","Domingo","Leyba","ARI",0.989,"2B","B",0.016,0.097,0.048,0.048,0.016,0.129,0.081,0.129,0.435,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,24.00,0.74,0.25,1,0.0010,0.0597,0.0607,0.1764,0.0090,0.0092,0.0065,0.0075,0.9163,0.2372,0.1552,0.0522,0.0056,0.0241,0.258844,0.308899,0.407156,0.303952,0.343320,0.0066,0.0028,-0.0002,0.001,0.0008,0.001,0.1058,0.1072,0.29462187,-0.014,0.113,-0.013,0.032,0.0042,0.0000,0.00243,0.0024300,0.00243
595978,"12976","2020","Austin","Hedges","SDN",0.981,"C","R",0.003,0.010,0.009,0.007,0.070,0.072,0.140,0.589,0.100,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.165,27.00,0.79,25.99,102.165045206949,0.7152,6.2021,6.9173,29.6352,0.9195,0.9399,0.7121,0.8044,92.8118,20.1436,11.9027,3.8361,0.2652,4.1396,0.217034,0.275794,0.397879,0.281923,0.371350,0.5387,0.2265,-0.0136,-0.039,-0.0526,0.128,10.6556,12.0864,0.26744027,-3.362,9.549,-3.121,3.306,2.1655,4.6706,0.23562,0.0023063,0.68925
623180,"13905","2020","Seth","Mejias-Brean","SDN",0.981,"SS","R",0.062,0.042,0.021,0.062,0.062,0.167,0.062,0.167,0.354,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,29.00,0.81,0.25,1,0.0010,0.0627,0.0637,0.2183,0.0090,0.0092,0.0064,0.0075,0.9135,0.2191,0.1615,0.0361,0.0048,0.0167,0.239806,0.293619,0.344755,0.275924,0.322450,0.0081,0.0034,-0.0001,0.000,-0.0001,0.007,0.0925,0.0900,0.29504373,-0.038,0.088,-0.036,0.032,-0.0208,0.0000,-0.00174,-0.0017400,-0.00174
642707,"15722","2020","Allen","Cordoba","SDN",0.981,"SS","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,24.00,0.65,0.25,1,0.0020,0.0478,0.0498,0.1880,0.0140,0.0092,0.0063,0.0075,0.9225,0.2244,0.1663,0.0380,0.0075,0.0126,0.243285,0.290007,0.341690,0.272126,0.308880,0.0295,0.0131,-0.0001,0.001,0.0009,0.000,0.0920,0.0873,0.29037565,-0.041,0.085,-0.039,0.032,-0.0123,0.0000,-0.00179,-0.0017900,-0.00179
620443,"15905","2020","Luis","Torrens","SDN",0.981,"C","R",0.029,0.059,0.029,0.029,0.029,0.059,0.206,0.176,0.382,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,24.00,0.70,1.49,5.9053113077056,0.0177,0.3938,0.4115,1.0822,0.0472,0.0543,0.0398,0.0448,5.3620,1.3084,0.8888,0.2764,0.0214,0.1218,0.244026,0.301283,0.371686,0.288029,0.322130,0.0367,0.0151,-0.0008,0.008,0.0072,-0.003,0.5823,0.5792,0.28233559,-0.163,0.583,-0.149,0.191,0.1241,-0.0553,0.01654,0.0028009,0.01117
664034,"17982","2020","Ty","France","SDN",0.981,"DH","R",0.070,0.051,0.032,0.019,0.057,0.380,0.171,0.076,0.146,0.0,5.9,0.0,1.7,0.0,0.0,0.0,0.0,7.1,0.0,0.0,-1.297,25.00,0.80,14.75,60.3303327876665,0.0603,3.6024,3.6628,11.7722,1.6289,0.5550,0.3250,0.4355,54.2782,14.3598,9.0331,2.7850,0.2195,2.3222,0.264559,0.327495,0.452303,0.329395,0.378500,0.3262,0.1500,-0.0171,-0.033,-0.0501,0.290,6.9861,7.4778,0.29635173,0.490,8.114,0.633,1.952,-1.2967,0.0000,0.14843,0.0024603,0.14843
595777,"10815","2020","Jurickson","Profar","SDN",0.981,"2B","B",0.005,0.032,0.015,0.015,0.040,0.051,0.082,0.742,0.017,0.0,3.6,39.7,0.0,1.2,0.0,0.0,0.0,2.5,0.0,0.0,0.126,27.00,0.84,46.99,185.287367034183,0.5559,17.1490,17.7048,27.4892,2.7793,1.7046,1.3397,1.4703,161.9933,40.1804,24.3426,8.7761,0.7857,6.2760,0.248035,0.329790,0.428144,0.322078,0.336310,2.5092,0.9806,0.0222,0.237,0.2592,-0.382,21.2495,21.7987,0.26140955,0.333,23.748,0.771,5.996,0.1262,0.0000,0.65758,0.0035490,0.65758
642336,"16403","2020","Francisco","Mejia","SDN",0.981,"C","B",0.007,0.011,0.002,0.001,0.024,0.040,0.024,0.026,0.866,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,2.022,24.00,0.74,34.31,130.679159787296,0.3920,7.0228,7.4148,25.9562,1.5681,1.2022,1.0121,1.0075,119.6766,31.3092,19.9755,6.1410,0.7584,4.4343,0.261602,0.310723,0.436744,0.313952,0.369330,1.0670,0.3807,0.0135,0.085,0.0985,-0.188,14.9042,15.6115,0.29763904,-0.683,15.831,-0.374,4.229,2.0222,-2.0736,0.56213,0.0043016,0.36073
602115,"14528","2020","Gabriel","Guerrero","CIN",1.021,"OF","R",0.027,0.087,0.027,0.027,0.027,0.054,0.114,0.337,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.004,26.00,0.78,0.25,1,0.0010,0.0407,0.0417,0.2834,0.0060,0.0092,0.0070,0.0077,0.9376,0.2196,0.1447,0.0436,0.0037,0.0276,0.234276,0.269265,0.376970,0.272792,0.364100,0.0111,0.0051,-0.0002,0.001,0.0008,-0.003,0.0972,0.1063,0.30269589,-0.041,0.086,-0.043,0.032,0.0042,0.0000,-0.00087,-0.0008700,-0.00087
640447,"14738","2020","Phillip","Ervin","CIN",1.021,"RF","R",0.147,0.044,0.021,0.040,0.165,0.229,0.120,0.114,0.120,0.0,0.0,0.0,0.0,0.0,6.5,4.1,10.0,0.0,0.0,0.0,-0.758,27.00,0.81,20.67,85.7714039876043,0.0858,7.1604,7.2462,20.4578,1.2008,0.7891,0.4870,0.6274,76.2101,18.6575,11.7094,3.5702,0.8422,2.5357,0.244825,0.317820,0.413597,0.311553,0.371990,2.2318,0.9519,0.0082,0.165,0.1732,-0.621,9.6338,9.4283,0.29941683,-0.626,10.213,-0.853,2.776,-0.7579,0.0000,0.06967,0.0008123,0.06967
571657,"14813","2020","Kyle","Farmer","CIN",1.021,"C","R",0.056,0.038,0.036,0.051,0.059,0.118,0.102,0.255,0.285,4.0,1.8,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.344,29.00,0.75,10.77,43.1668540609243,0.1295,2.4611,2.5906,10.1056,0.5180,0.3971,0.2788,0.3265,39.4530,9.4080,6.1044,2.1772,0.1190,1.0074,0.238461,0.291842,0.376285,0.284561,0.344040,0.4978,0.2133,-0.0041,0.032,0.0279,-0.110,4.3044,4.3958,0.29304589,-1.322,4.133,-1.436,1.397,0.3439,-0.1654,0.02164,0.0005013,0.00557
606157,"15482","2020","Aristides","Aquino","CIN",1.021,"DH","R",0.008,0.015,0.047,0.668,0.068,0.090,0.023,0.030,0.053,0.0,0.0,0.0,0.0,0.0,3.4,0.0,6.8,7.1,0.0,0.0,-1.335,26.00,0.80,17.23,73.2115667194875,0.2928,4.3976,4.6904,20.4403,0.6589,0.6735,0.1764,0.5141,67.1716,16.2503,8.8080,3.0108,0.1849,4.2465,0.241929,0.295749,0.481921,0.321090,0.424730,0.9299,0.4197,-0.0132,0.055,0.0418,-0.144,9.1066,11.3436,0.27916528,0.069,9.321,-0.124,2.369,-1.3345,0.0000,0.07851,0.0010724,0.07851
607468,"16271","2020","Alex","Blandino","CIN",1.021,"SS","R",0.136,0.067,0.039,0.050,0.052,0.094,0.163,0.212,0.187,0.0,0.0,2.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.297,27.00,0.75,7.27,29.8120696517351,0.0298,3.1869,3.2167,7.9857,0.6261,0.2743,0.1941,0.2207,25.5546,5.8091,3.8171,1.3020,0.0762,0.6139,0.227320,0.325876,0.356293,0.299503,0.353630,0.2136,0.1038,-0.0116,0.021,0.0094,-0.329,3.0844,2.7283,0.30247384,-0.528,3.239,-0.607,0.965,0.2974,0.0000,0.03261,0.0010939,0.03261
664167,"17588","2020","Blake","Trahan","CIN",1.021,"SS","R",0.030,0.096,0.066,0.066,0.066,0.060,0.163,0.229,0.223,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,26.00,0.78,0.25,1,0.0010,0.0641,0.0651,0.2371,0.0100,0.0092,0.0061,0.0076,0.9112,0.1957,0.1461,0.0374,0.0030,0.0092,0.214791,0.272515,0.292766,0.248297,0.289430,0.0116,0.0053,-0.0002,0.001,0.0008,-0.006,0.0821,0.0766,0.27732342,-0.062,0.064,-0.065,0.032,0.0123,0.0000,-0.00252,-0.0025200,-0.00252
641933,"15711","2020","Tyler","O'Neill","SLN",0.967,"LF","R",0.002,0.005,0.011,0.031,0.031,0.013,0.840,0.004,0.062,0.0,0.0,0.0,0.0,0.0,19.6,0.0,7.2,8.2,0.0,0.0,-2.300,25.00,0.77,35.03,139.960426408549,0.1400,10.2755,10.4155,44.2466,0.9797,1.2876,0.7641,1.0344,126.7667,30.2107,17.4443,5.3483,0.3389,7.0792,0.238317,0.298901,0.453384,0.314489,0.435500,1.3467,0.5211,0.0082,0.242,0.2502,0.403,15.9460,18.9889,0.30247021,-0.667,17.020,-0.075,4.529,-2.3004,0.0000,0.27261,0.0019478,0.27261
657041,"16939","2020","Lane","Thomas","SLN",0.967,"CF","R",0.034,0.068,0.034,0.057,0.034,0.091,0.125,0.091,0.466,0.0,0.0,0.0,0.0,0.0,0.0,9.8,5.6,0.0,0.0,0.0,-0.117,24.00,0.73,15.46,61.5316025324508,0.0000,4.7006,4.7006,15.9292,0.6153,0.5661,0.4028,0.4624,55.3505,13.5944,8.4653,2.5430,0.4210,2.1651,0.245600,0.309347,0.424106,0.310643,0.388210,1.6362,0.7455,-0.0136,0.072,0.0584,0.232,6.9659,7.2062,0.30301496,-0.498,7.278,-0.238,1.991,-0.1171,0.0000,0.18709,0.0030406,0.18709
624641,"17022","2020","Edmundo","Sosa","SLN",0.967,"SS","R",0.025,0.253,0.025,0.025,0.076,0.051,0.076,0.152,0.318,0.0,0.0,1.5,0.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.150,24.00,0.75,4.51,18.456226456898,0.0185,0.6775,0.6960,3.8638,0.2953,0.1698,0.1218,0.1393,17.2039,4.3642,3.0476,0.7974,0.0978,0.4214,0.253685,0.292108,0.384894,0.287666,0.344000,0.1763,0.0763,-0.0028,0.015,0.0122,-0.074,1.8529,1.8917,0.30194517,-0.516,1.817,-0.438,0.597,0.1503,0.0000,0.02404,0.0013025,0.02404
657557,"18015","2020","Paul","DeJong","SLN",0.967,"SS","R",0.001,0.040,0.118,0.679,0.095,0.021,0.031,0.006,0.009,0.0,0.0,0.0,0.0,53.4,0.0,0.0,0.0,0.5,0.0,0.0,2.612,26.00,0.84,53.84,231.767711092853,0.4635,18.1655,18.6290,54.4303,3.7083,2.1323,0.4458,1.6380,207.3466,52.5676,29.9157,11.3736,0.4828,10.7954,0.253526,0.323813,0.469226,0.332455,0.402510,2.4085,1.1809,-0.0941,0.401,0.3069,0.945,28.2378,32.9678,0.29057123,2.495,31.784,3.474,7.500,2.6124,0.0000,1.44117,0.0062182,1.44117
664056,"18030","2020","Harrison","Bader","SLN",0.967,"CF","R",0.013,0.012,0.006,0.003,0.007,0.018,0.065,0.123,0.752,0.0,0.0,0.0,0.0,0.0,0.0,40.3,0.0,0.0,0.0,0.0,0.672,26.00,0.81,40.31,154.148314196816,1.0790,12.5406,13.6197,43.5123,2.9288,1.4182,1.1996,1.1917,135.2085,32.3689,20.3939,5.9462,0.7219,5.3069,0.239394,0.319824,0.411794,0.310373,0.396720,3.8890,1.5199,0.0736,0.513,0.5866,2.347,17.6286,17.3265,0.30899396,-1.283,18.197,-0.631,4.988,0.6718,0.0000,0.77335,0.0050169,0.77335
608596,"13499","2020","Tom","Murphy","SEA",0.936,"C","R",0.001,0.003,0.001,0.839,0.036,0.029,0.031,0.041,0.020,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,1.701,29.00,0.75,30.81,131.439520899883,0.1314,7.8241,7.9555,45.8248,1.1830,1.2092,0.2608,0.9100,121.1303,25.8696,14.5318,5.4223,0.4713,5.4442,0.213577,0.266881,0.400966,0.280619,0.405340,0.7232,0.3466,-0.0344,0.131,0.0966,0.179,13.5185,16.5760,0.28861134,-4.474,12.137,-3.406,4.253,1.7010,1.1973,0.27424,0.0020864,0.39053
621550,"13602","2020","Patrick","Wisdom","SEA",0.936,"1B","R",0.044,0.042,0.055,0.013,0.092,0.115,0.175,0.162,0.301,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.132,28.00,0.81,3.96,15.871272922872,0.0476,1.1926,1.2402,5.5018,0.1428,0.1460,0.0987,0.1201,14.2694,2.8418,1.6799,0.5579,0.0229,0.5810,0.199144,0.267850,0.363611,0.268886,0.376690,0.1907,0.0756,0.0016,0.017,0.0186,-0.024,1.5702,1.6897,0.27216584,-0.701,1.305,-0.572,0.514,-0.1319,0.0000,-0.01897,-0.0011952,-0.01897
621005,"14137","2020","Tim","Lopes","SEA",0.936,"LF","R",0.127,0.059,0.010,0.029,0.010,0.118,0.304,0.196,0.147,0.0,0.0,1.9,0.6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.305,26.00,0.80,9.48,38.6319554263824,0.0000,2.6766,2.6766,7.9777,0.2704,0.3554,0.2552,0.2835,35.1462,8.7331,6.2688,1.8199,0.1393,0.5051,0.248492,0.304366,0.351326,0.284114,0.326190,1.5035,0.6692,-0.0015,0.050,0.0485,-0.036,3.6361,3.3385,0.30534125,-1.198,3.684,-0.884,1.250,-0.3055,0.0000,0.00709,0.0001835,0.00709
571745,"14274","2020","Mitch","Haniger","SEA",0.936,"RF","R",0.314,0.261,0.218,0.039,0.047,0.085,0.009,0.012,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,6.5,0.0,0.0,-1.242,29.00,0.83,16.11,71.8612450613362,0.2156,6.8722,7.0878,18.1335,1.1498,0.6611,0.4134,0.5022,62.7081,15.3751,8.9690,3.3016,0.2602,2.8442,0.245180,0.330484,0.442197,0.327169,0.397910,0.7569,0.3152,-0.0061,-0.031,-0.0371,0.032,8.8854,8.3653,0.29671155,0.445,9.527,1.029,2.325,-1.2415,0.0000,0.20468,0.0028483,0.20468
621529,"14412","2020","Joe","Hudson","SEA",0.936,"C","R",0.032,0.063,0.095,0.032,0.032,0.063,0.095,0.240,0.348,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468,29.00,0.68,5.61,22.457054874347,0.0225,1.6655,1.6879,6.8782,0.1572,0.2066,0.1462,0.1715,20.2942,3.7950,2.5037,0.7615,0.0770,0.4528,0.187001,0.252800,0.299044,0.240634,0.305690,0.1106,0.0443,-0.0023,0.011,0.0087,-0.011,1.8799,1.8769,0.25445575,-1.540,1.297,-1.358,0.727,0.4677,0.0423,-0.01608,-0.0007160,-0.01198
